,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2018-01-01 00:00:00+01:00,16.0,2153.0,2117.0,0.0,487.0,2766.0,0.0,42.0,868.0,962.0
2018-01-01 00:15:00+01:00,16.0,2267.0,2211.0,0.0,487.0,2779.0,0.0,43.0,869.0,1020.0
2018-01-01 00:30:00+01:00,16.0,2185.0,2260.0,0.0,487.0,2792.0,0.0,42.0,871.0,1031.0
2018-01-01 00:45:00+01:00,16.0,2172.0,2230.0,0.0,487.0,2799.0,0.0,42.0,877.0,1029.0
2018-01-01 01:00:00+01:00,16.0,2196.0,2232.0,0.0,487.0,2822.0,0.0,42.0,877.0,1034.0
2018-01-01 01:15:00+01:00,16.0,2135.0,2244.0,0.0,487.0,2846.0,0.0,42.0,875.0,1037.0
2018-01-01 01:30:00+01:00,16.0,2103.0,2271.0,0.0,487.0,2881.0,0.0,42.0,875.0,1045.0
2018-01-01 01:45:00+01:00,16.0,2087.0,2263.0,0.0,487.0,2899.0,0.0,42.0,876.0,1036.0
2018-01-01 02:00:00+01:00,17.0,2031.0,2323.0,0.0,487.0,2879.0,0.0,42.0,877.0,1041.0
2018-01-01 02:15:00+01:00,16.0,2108.0,2314.0,0.0,487.0,2848.0,0.0,42.0,876.0,1048.0
2018-01-01 02:30:00+01:00,16.0,2126.0,2246.0,0.0,487.0,2856.0,0.0,42.0,874.0,1045.0
2018-01-01 02:45:00+01:00,17.0,2086.0,2258.0,0.0,487.0,2829.0,0.0,42.0,875.0,1044.0
2018-01-01 03:00:00+01:00,16.0,2086.0,2175.0,0.0,487.0,2843.0,0.0,42.0,868.0,1035.0
2018-01-01 03:15:00+01:00,16.0,2148.0,2134.0,0.0,487.0,2850.0,0.0,42.0,869.0,1040.0
2018-01-01 03:30:00+01:00,17.0,2086.0,2118.0,0.0,487.0,2859.0,0.0,42.0,873.0,1022.0
2018-01-01 03:45:00+01:00,16.0,2047.0,2112.0,0.0,487.0,2850.0,0.0,42.0,869.0,1027.0
2018-01-01 04:00:00+01:00,16.0,2084.0,2090.0,0.0,487.0,2888.0,0.0,42.0,867.0,1034.0
2018-01-01 04:15:00+01:00,16.0,2111.0,2060.0,0.0,487.0,2891.0,0.0,42.0,870.0,1035.0
2018-01-01 04:30:00+01:00,16.0,2082.0,2049.0,0.0,487.0,2891.0,0.0,42.0,871.0,1029.0
2018-01-01 04:45:00+01:00,16.0,2078.0,1998.0,0.0,487.0,2935.0,0.0,42.0,871.0,1015.0
2018-01-01 05:00:00+01:00,16.0,2049.0,2002.0,0.0,487.0,2845.0,0.0,41.0,873.0,1013.0
2018-01-01 05:15:00+01:00,16.0,2066.0,1994.0,0.0,487.0,2825.0,0.0,40.0,873.0,996.0
2018-01-01 05:30:00+01:00,16.0,1981.0,1995.0,0.0,487.0,2812.0,0.0,40.0,873.0,993.0
2018-01-01 05:45:00+01:00,16.0,2115.0,2016.0,0.0,487.0,2792.0,0.0,41.0,873.0,982.0
2018-01-01 06:00:00+01:00,16.0,2105.0,2003.0,0.0,487.0,2778.0,0.0,40.0,873.0,972.0
2018-01-01 06:15:00+01:00,16.0,2106.0,2039.0,0.0,487.0,2763.0,0.0,40.0,870.0,952.0
2018-01-01 06:30:00+01:00,16.0,2162.0,2066.0,0.0,487.0,2746.0,0.0,40.0,871.0,949.0
2018-01-01 06:45:00+01:00,16.0,2208.0,2066.0,0.0,487.0,2708.0,0.0,40.0,871.0,931.0
2018-01-01 07:00:00+01:00,16.0,2197.0,2050.0,0.0,486.0,2676.0,0.0,40.0,868.0,924.0
2018-01-01 07:15:00+01:00,16.0,2096.0,2034.0,0.0,487.0,2638.0,0.0,40.0,868.0,936.0
2018-01-01 07:30:00+01:00,16.0,2306.0,2069.0,0.0,486.0,2615.0,0.0,41.0,868.0,951.0
2018-01-01 07:45:00+01:00,16.0,2332.0,2123.0,0.0,487.0,2623.0,0.0,41.0,869.0,958.0
2018-01-01 08:00:00+01:00,16.0,2098.0,2085.0,0.0,486.0,2581.0,0.0,41.0,810.0,930.0
2018-01-01 08:15:00+01:00,16.0,2141.0,2075.0,0.0,486.0,2619.0,0.0,42.0,768.0,956.0
2018-01-01 08:30:00+01:00,16.0,2097.0,2114.0,0.0,487.0,2632.0,0.0,42.0,789.0,970.0
2018-01-01 08:45:00+01:00,16.0,2001.0,2116.0,0.0,487.0,2624.0,0.0,42.0,786.0,958.0
2018-01-01 09:00:00+01:00,16.0,1897.0,2077.0,0.0,487.0,2620.0,0.0,42.0,736.0,842.0
2018-01-01 09:15:00+01:00,17.0,1909.0,2121.0,0.0,487.0,2626.0,0.0,43.0,654.0,919.0
2018-01-01 09:30:00+01:00,16.0,1912.0,2175.0,0.0,487.0,2617.0,0.0,43.0,636.0,931.0
2018-01-01 09:45:00+01:00,16.0,1911.0,2198.0,0.0,487.0,2630.0,0.0,42.0,733.0,948.0
2018-01-01 10:00:00+01:00,16.0,2062.0,2361.0,0.0,487.0,2757.0,0.0,42.0,838.0,913.0
2018-01-01 10:15:00+01:00,16.0,2027.0,2414.0,0.0,487.0,2782.0,0.0,42.0,872.0,948.0
2018-01-01 10:30:00+01:00,16.0,2044.0,2578.0,0.0,487.0,2785.0,0.0,42.0,873.0,962.0
2018-01-01 10:45:00+01:00,16.0,2057.0,2700.0,0.0,487.0,2790.0,0.0,42.0,872.0,971.0
2018-01-01 11:00:00+01:00,17.0,2242.0,2963.0,0.0,487.0,2908.0,0.0,42.0,869.0,963.0
2018-01-01 11:15:00+01:00,16.0,2197.0,3320.0,0.0,487.0,2951.0,0.0,43.0,869.0,947.0
2018-01-01 11:30:00+01:00,16.0,2127.0,3494.0,0.0,487.0,2963.0,0.0,43.0,870.0,928.0
2018-01-01 11:45:00+01:00,16.0,2077.0,3521.0,0.0,487.0,2971.0,0.0,42.0,872.0,921.0
2018-01-01 12:00:00+01:00,16.0,2257.0,3741.0,0.0,487.0,2928.0,0.0,43.0,866.0,871.0
2018-01-01 12:15:00+01:00,16.0,2183.0,3932.0,0.0,487.0,2851.0,0.0,43.0,872.0,872.0
2018-01-01 12:30:00+01:00,16.0,2260.0,4013.0,0.0,487.0,2838.0,0.0,42.0,871.0,839.0
2018-01-01 12:45:00+01:00,16.0,2220.0,4057.0,0.0,487.0,2809.0,0.0,42.0,868.0,828.0
2018-01-01 13:00:00+01:00,16.0,2259.0,4085.0,0.0,487.0,2769.0,0.0,42.0,871.0,774.0
2018-01-01 13:15:00+01:00,16.0,2270.0,4081.0,0.0,487.0,2732.0,0.0,43.0,874.0,731.0
2018-01-01 13:30:00+01:00,16.0,2396.0,4062.0,0.0,487.0,2676.0,0.0,43.0,873.0,672.0
2018-01-01 13:45:00+01:00,16.0,2475.0,4023.0,0.0,487.0,2599.0,0.0,43.0,870.0,618.0
2018-01-01 14:00:00+01:00,16.0,2127.0,3913.0,0.0,487.0,2314.0,0.0,42.0,864.0,601.0
2018-01-01 14:15:00+01:00,16.0,2041.0,3865.0,0.0,487.0,2183.0,0.0,42.0,865.0,560.0
2018-01-01 14:30:00+01:00,16.0,2062.0,3824.0,0.0,487.0,2119.0,0.0,42.0,850.0,545.0
2018-01-01 14:45:00+01:00,16.0,2104.0,3806.0,0.0,487.0,2037.0,0.0,42.0,834.0,477.0
2018-01-01 15:00:00+01:00,16.0,1964.0,3631.0,0.0,487.0,1956.0,0.0,42.0,811.0,376.0
2018-01-01 15:15:00+01:00,16.0,1986.0,3623.0,0.0,487.0,1897.0,0.0,42.0,794.0,301.0
2018-01-01 15:30:00+01:00,16.0,2036.0,3648.0,0.0,487.0,1846.0,0.0,42.0,779.0,258.0
2018-01-01 15:45:00+01:00,16.0,2174.0,3668.0,0.0,487.0,1822.0,0.0,42.0,765.0,207.0
2018-01-01 16:00:00+01:00,16.0,2055.0,3557.0,0.0,487.0,1801.0,0.0,42.0,719.0,173.0
2018-01-01 16:15:00+01:00,16.0,2050.0,3542.0,0.0,488.0,1756.0,0.0,42.0,675.0,187.0
2018-01-01 16:30:00+01:00,16.0,2079.0,3581.0,0.0,487.0,1760.0,0.0,42.0,613.0,169.0
2018-01-01 16:45:00+01:00,16.0,2244.0,3706.0,0.0,487.0,1792.0,0.0,42.0,589.0,158.0
2018-01-01 17:00:00+01:00,16.0,2337.0,3834.0,0.0,487.0,2071.0,0.0,42.0,527.0,131.0
2018-01-01 17:15:00+01:00,16.0,2302.0,3855.0,0.0,487.0,2092.0,0.0,42.0,495.0,108.0
2018-01-01 17:30:00+01:00,16.0,2380.0,3874.0,0.0,487.0,2077.0,0.0,42.0,455.0,109.0
2018-01-01 17:45:00+01:00,16.0,2409.0,3893.0,0.0,487.0,2112.0,0.0,42.0,391.0,108.0
2018-01-01 18:00:00+01:00,16.0,2180.0,3712.0,0.0,487.0,2143.0,0.0,42.0,304.0,114.0
2018-01-01 18:15:00+01:00,16.0,2155.0,3660.0,0.0,487.0,2097.0,0.0,42.0,249.0,116.0
2018-01-01 18:30:00+01:00,16.0,2217.0,3631.0,0.0,487.0,2064.0,0.0,42.0,274.0,117.0
2018-01-01 18:45:00+01:00,16.0,2188.0,3573.0,0.0,487.0,1913.0,0.0,42.0,285.0,103.0
2018-01-01 19:00:00+01:00,16.0,2183.0,3415.0,0.0,487.0,1866.0,0.0,42.0,265.0,100.0
2018-01-01 19:15:00+01:00,16.0,2235.0,3412.0,0.0,486.0,1872.0,0.0,42.0,254.0,108.0
2018-01-01 19:30:00+01:00,16.0,2199.0,3411.0,0.0,486.0,1931.0,0.0,42.0,213.0,114.0
2018-01-01 19:45:00+01:00,16.0,2156.0,3339.0,0.0,486.0,1959.0,0.0,42.0,226.0,128.0
2018-01-01 20:00:00+01:00,16.0,2118.0,3093.0,0.0,486.0,1980.0,0.0,42.0,283.0,151.0
2018-01-01 20:15:00+01:00,16.0,2110.0,2989.0,0.0,486.0,1979.0,0.0,42.0,310.0,168.0
2018-01-01 20:30:00+01:00,16.0,2119.0,2998.0,0.0,487.0,1995.0,0.0,42.0,269.0,183.0
2018-01-01 20:45:00+01:00,16.0,2079.0,2900.0,0.0,487.0,1927.0,0.0,42.0,262.0,196.0
2018-01-01 21:00:00+01:00,16.0,2070.0,2734.0,0.0,487.0,1734.0,0.0,42.0,284.0,233.0
2018-01-01 21:15:00+01:00,16.0,2090.0,2690.0,0.0,487.0,1713.0,0.0,42.0,325.0,259.0
2018-01-01 21:30:00+01:00,16.0,2002.0,2540.0,0.0,487.0,1686.0,0.0,42.0,311.0,271.0
2018-01-01 21:45:00+01:00,16.0,1996.0,2460.0,0.0,487.0,1678.0,0.0,43.0,307.0,301.0
2018-01-01 22:00:00+01:00,16.0,2090.0,2403.0,0.0,487.0,1661.0,0.0,43.0,303.0,296.0
2018-01-01 22:15:00+01:00,16.0,2093.0,2341.0,0.0,487.0,1701.0,0.0,43.0,272.0,356.0
2018-01-01 22:30:00+01:00,16.0,1980.0,2300.0,0.0,487.0,1715.0,0.0,43.0,229.0,304.0
2018-01-01 22:45:00+01:00,16.0,1982.0,2269.0,0.0,487.0,1718.0,0.0,42.0,238.0,289.0
2018-01-01 23:00:00+01:00,16.0,2026.0,2341.0,0.0,487.0,1642.0,0.0,43.0,262.0,286.0
2018-01-01 23:15:00+01:00,16.0,2073.0,2373.0,0.0,487.0,1600.0,0.0,43.0,290.0,310.0
2018-01-01 23:30:00+01:00,16.0,1984.0,2291.0,0.0,487.0,1611.0,0.0,42.0,292.0,376.0
2018-01-01 23:45:00+01:00,16.0,1919.0,2252.0,0.0,487.0,1545.0,0.0,42.0,233.0,284.0
2018-01-02 00:00:00+01:00,16.0,2074.0,2532.0,0.0,487.0,1352.0,0.0,42.0,308.0,237.0
2018-01-02 00:15:00+01:00,16.0,2099.0,2613.0,0.0,487.0,1286.0,0.0,41.0,334.0,292.0
2018-01-02 00:30:00+01:00,16.0,2135.0,2521.0,0.0,487.0,1154.0,0.0,42.0,318.0,311.0
2018-01-02 00:45:00+01:00,16.0,2133.0,2580.0,0.0,487.0,1120.0,0.0,42.0,270.0,331.0
2018-01-02 01:00:00+01:00,16.0,2068.0,2447.0,0.0,487.0,1130.0,0.0,40.0,251.0,357.0
2018-01-02 01:15:00+01:00,16.0,2091.0,2339.0,0.0,488.0,1113.0,0.0,37.0,244.0,380.0
2018-01-02 01:30:00+01:00,16.0,2094.0,2292.0,0.0,487.0,1100.0,0.0,35.0,259.0,414.0
2018-01-02 01:45:00+01:00,16.0,2064.0,2267.0,0.0,487.0,1130.0,0.0,36.0,260.0,415.0
2018-01-02 02:00:00+01:00,16.0,2175.0,2292.0,0.0,487.0,1136.0,0.0,37.0,290.0,420.0
2018-01-02 02:15:00+01:00,16.0,2149.0,2317.0,0.0,487.0,1131.0,0.0,37.0,292.0,422.0
2018-01-02 02:30:00+01:00,16.0,2167.0,2321.0,0.0,487.0,1132.0,0.0,37.0,307.0,392.0
2018-01-02 02:45:00+01:00,16.0,2123.0,2339.0,0.0,488.0,1141.0,0.0,36.0,323.0,404.0
2018-01-02 03:00:00+01:00,17.0,2103.0,2332.0,0.0,488.0,1170.0,0.0,39.0,366.0,426.0
2018-01-02 03:15:00+01:00,16.0,2102.0,2329.0,0.0,488.0,1201.0,0.0,42.0,351.0,454.0
2018-01-02 03:30:00+01:00,16.0,2090.0,2321.0,0.0,488.0,1231.0,0.0,42.0,346.0,441.0
2018-01-02 03:45:00+01:00,16.0,2069.0,2264.0,0.0,487.0,1254.0,0.0,42.0,359.0,493.0
2018-01-02 04:00:00+01:00,16.0,2049.0,2126.0,0.0,487.0,1266.0,0.0,42.0,391.0,515.0
2018-01-02 04:15:00+01:00,16.0,2138.0,2147.0,0.0,487.0,1260.0,0.0,43.0,433.0,503.0
2018-01-02 04:30:00+01:00,16.0,2149.0,2089.0,0.0,487.0,1280.0,0.0,42.0,531.0,479.0
2018-01-02 04:45:00+01:00,16.0,2135.0,2084.0,0.0,487.0,1335.0,0.0,42.0,543.0,458.0
2018-01-02 05:00:00+01:00,16.0,2077.0,2131.0,0.0,487.0,1326.0,0.0,39.0,560.0,403.0
2018-01-02 05:15:00+01:00,17.0,2075.0,2146.0,0.0,487.0,1337.0,0.0,37.0,562.0,400.0
2018-01-02 05:30:00+01:00,16.0,2094.0,2155.0,0.0,486.0,1378.0,0.0,36.0,571.0,437.0
2018-01-02 05:45:00+01:00,16.0,2105.0,2181.0,0.0,486.0,1535.0,0.0,36.0,585.0,522.0
2018-01-02 06:00:00+01:00,16.0,2141.0,2357.0,0.0,486.0,1609.0,0.0,38.0,584.0,472.0
2018-01-02 06:15:00+01:00,16.0,2166.0,2556.0,0.0,486.0,1678.0,0.0,37.0,627.0,414.0
2018-01-02 06:30:00+01:00,16.0,2240.0,2613.0,0.0,486.0,1676.0,0.0,37.0,635.0,395.0
2018-01-02 06:45:00+01:00,16.0,2329.0,2709.0,0.0,486.0,1790.0,0.0,38.0,641.0,442.0
2018-01-02 07:00:00+01:00,16.0,2751.0,3067.0,0.0,485.0,2087.0,0.0,38.0,636.0,499.0
2018-01-02 07:15:00+01:00,16.0,2758.0,3338.0,0.0,486.0,2147.0,0.0,40.0,607.0,508.0
