,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2018-01-01 00:00:00+01:00,316.0,180.0,4007.0,2012.0,225.0,501.0,132.0,1096.0,95.0,4399.0,9.0,36.0,2578.0
2018-01-01 01:00:00+01:00,424.0,240.0,4977.0,2575.0,296.0,663.0,0.0,1257.0,122.0,4924.0,19.0,50.0,3582.0
2018-01-01 02:00:00+01:00,315.0,180.0,3471.0,1783.0,216.0,499.0,0.0,1052.0,60.0,3727.0,10.0,36.0,2791.0
2018-01-01 03:00:00+01:00,425.0,240.0,4207.0,2254.0,295.0,646.0,0.0,1098.0,74.0,4359.0,19.0,51.0,3484.0
2018-01-01 04:00:00+01:00,428.0,240.0,3916.0,2225.0,99.0,648.0,0.0,1123.0,74.0,4451.0,19.0,51.0,3774.0
2018-01-01 05:00:00+01:00,442.0,228.0,4237.0,2425.0,83.0,648.0,0.0,1240.0,74.0,4512.0,19.0,52.0,4044.0
2018-01-01 06:00:00+01:00,424.0,228.0,4572.0,2396.0,83.0,648.0,0.0,1290.0,76.0,4633.0,19.0,50.0,4226.0
2018-01-01 07:00:00+01:00,406.0,228.0,4635.0,2324.0,83.0,648.0,0.0,1335.0,114.0,4970.0,23.0,52.0,4291.0
2018-01-01 08:00:00+01:00,423.0,228.0,4415.0,2275.0,83.0,647.0,0.0,1499.0,121.0,4641.0,292.0,47.0,4417.0
2018-01-01 09:00:00+01:00,438.0,228.0,4689.0,2368.0,83.0,646.0,0.0,1682.0,109.0,5000.0,805.0,48.0,4521.0
2018-01-01 10:00:00+01:00,436.0,228.0,5021.0,2516.0,83.0,647.0,37.0,1669.0,344.0,5990.0,1275.0,48.0,4692.0
2018-01-01 11:00:00+01:00,438.0,228.0,5361.0,2669.0,83.0,648.0,443.0,1627.0,380.0,6074.0,1633.0,49.0,5023.0
2018-01-01 12:00:00+01:00,439.0,227.0,5466.0,2669.0,83.0,648.0,729.0,1576.0,381.0,6241.0,2117.0,49.0,5076.0
2018-01-01 13:00:00+01:00,439.0,227.0,5004.0,2650.0,83.0,648.0,646.0,1541.0,365.0,5977.0,1912.0,48.0,5034.0
2018-01-01 14:00:00+01:00,432.0,227.0,5446.0,2456.0,83.0,648.0,639.0,1677.0,262.0,6105.0,1792.0,48.0,4928.0
2018-01-01 15:00:00+01:00,438.0,227.0,5543.0,2433.0,83.0,648.0,353.0,1817.0,357.0,6544.0,834.0,48.0,5114.0
2018-01-01 16:00:00+01:00,443.0,227.0,5479.0,2685.0,83.0,649.0,253.0,2299.0,667.0,6797.0,161.0,44.0,5654.0
2018-01-01 17:00:00+01:00,436.0,227.0,5576.0,2872.0,83.0,650.0,573.0,2210.0,481.0,6452.0,19.0,47.0,6124.0
2018-01-01 18:00:00+01:00,440.0,227.0,5113.0,3017.0,83.0,649.0,115.0,2884.0,459.0,6549.0,15.0,48.0,6308.0
2018-01-01 19:00:00+01:00,439.0,227.0,4706.0,3013.0,83.0,648.0,185.0,2925.0,482.0,6446.0,16.0,48.0,6292.0
