,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-11-09 15:00:00+01:00,320.0,7230.0,52.0,203.0,757.0,6080.0,1936.0,41338.0,1585.0,193.0,3139.0
2019-11-09 16:00:00+01:00,319.0,7295.0,54.0,204.0,40.0,6163.0,2495.0,41406.0,606.0,192.0,3069.0
2019-11-09 17:00:00+01:00,320.0,7181.0,53.0,204.0,722.0,6392.0,3040.0,41185.0,164.0,191.0,3616.0
2019-11-09 18:00:00+01:00,322.0,7305.0,53.0,204.0,1186.0,6714.0,3282.0,41216.0,0.0,192.0,4169.0
2019-11-09 19:00:00+01:00,327.0,7340.0,53.0,204.0,993.0,6575.0,2943.0,41234.0,0.0,193.0,4384.0
2019-11-09 20:00:00+01:00,330.0,7347.0,53.0,203.0,211.0,6184.0,2119.0,41253.0,0.0,193.0,4374.0
2019-11-09 21:00:00+01:00,332.0,7155.0,53.0,198.0,556.0,5993.0,1560.0,41393.0,0.0,193.0,4504.0
2019-11-09 22:00:00+01:00,331.0,6894.0,53.0,198.0,396.0,5949.0,1260.0,41186.0,0.0,193.0,4365.0
2019-11-09 23:00:00+01:00,332.0,6434.0,53.0,198.0,117.0,5872.0,1420.0,40862.0,0.0,193.0,4539.0
2019-11-10 00:00:00+01:00,332.0,6130.0,50.0,200.0,1081.0,5783.0,1857.0,40730.0,0.0,195.0,4843.0
2019-11-10 01:00:00+01:00,332.0,5466.0,50.0,199.0,2182.0,5541.0,1199.0,40703.0,0.0,204.0,4742.0
2019-11-10 02:00:00+01:00,332.0,5423.0,51.0,199.0,2545.0,5360.0,1060.0,41120.0,0.0,208.0,4527.0
2019-11-10 03:00:00+01:00,333.0,5688.0,50.0,203.0,3057.0,5295.0,1076.0,41023.0,0.0,208.0,4349.0
2019-11-10 04:00:00+01:00,333.0,5316.0,51.0,203.0,3026.0,5334.0,1055.0,40920.0,0.0,210.0,4323.0
2019-11-10 05:00:00+01:00,333.0,5475.0,51.0,202.0,2909.0,5325.0,1063.0,40411.0,0.0,208.0,4383.0
2019-11-10 06:00:00+01:00,333.0,5083.0,50.0,202.0,2829.0,5402.0,1123.0,40284.0,0.0,208.0,4499.0
2019-11-10 07:00:00+01:00,334.0,5357.0,53.0,201.0,2214.0,5445.0,1241.0,40375.0,114.0,197.0,4325.0
2019-11-10 08:00:00+01:00,334.0,5726.0,55.0,199.0,1281.0,5378.0,1531.0,40298.0,272.0,188.0,4019.0
2019-11-10 09:00:00+01:00,334.0,6197.0,55.0,199.0,502.0,5537.0,2102.0,40468.0,835.0,192.0,3626.0
2019-11-10 10:00:00+01:00,333.0,6124.0,46.0,199.0,680.0,5646.0,2068.0,40367.0,1584.0,193.0,3063.0
2019-11-10 11:00:00+01:00,332.0,6027.0,46.0,199.0,1107.0,5745.0,1843.0,40311.0,2264.0,195.0,2604.0
2019-11-10 12:00:00+01:00,331.0,6168.0,46.0,199.0,1213.0,5669.0,1669.0,40065.0,2724.0,209.0,2375.0
2019-11-10 13:00:00+01:00,333.0,6355.0,46.0,199.0,1545.0,5620.0,1785.0,39975.0,2705.0,209.0,2000.0
2019-11-10 14:00:00+01:00,332.0,6171.0,46.0,199.0,1621.0,5360.0,2039.0,39715.0,2393.0,209.0,1873.0
2019-11-10 15:00:00+01:00,330.0,6507.0,45.0,202.0,544.0,5275.0,2438.0,40108.0,1836.0,210.0,1641.0
2019-11-10 16:00:00+01:00,331.0,6728.0,46.0,203.0,215.0,5519.0,2532.0,40363.0,804.0,206.0,1503.0
2019-11-10 17:00:00+01:00,332.0,7035.0,46.0,201.0,1085.0,5807.0,3193.0,40329.0,189.0,209.0,1449.0
2019-11-10 18:00:00+01:00,331.0,7030.0,45.0,200.0,1517.0,5956.0,3333.0,40515.0,0.0,211.0,1461.0
2019-11-10 19:00:00+01:00,331.0,7164.0,45.0,202.0,1751.0,6164.0,2965.0,41299.0,0.0,213.0,1524.0
2019-11-10 20:00:00+01:00,331.0,7151.0,46.0,203.0,1163.0,5922.0,2141.0,41553.0,0.0,210.0,1755.0
2019-11-10 21:00:00+01:00,330.0,7247.0,46.0,202.0,179.0,5741.0,1926.0,41627.0,0.0,210.0,2077.0
2019-11-10 22:00:00+01:00,331.0,7067.0,45.0,203.0,720.0,5662.0,1629.0,41581.0,0.0,208.0,2309.0
2019-11-10 23:00:00+01:00,331.0,7232.0,45.0,203.0,442.0,5412.0,1411.0,41365.0,0.0,210.0,2483.0
2019-11-11 00:00:00+01:00,331.0,7214.0,45.0,203.0,835.0,5266.0,1307.0,40627.0,0.0,211.0,2793.0
2019-11-11 01:00:00+01:00,331.0,6926.0,44.0,201.0,2164.0,5023.0,464.0,40515.0,0.0,209.0,3014.0
2019-11-11 02:00:00+01:00,331.0,5670.0,44.0,203.0,2920.0,4708.0,438.0,40478.0,0.0,209.0,3420.0
2019-11-11 03:00:00+01:00,324.0,5115.0,44.0,203.0,3385.0,4504.0,490.0,40853.0,0.0,209.0,3491.0
2019-11-11 04:00:00+01:00,318.0,4948.0,44.0,204.0,3417.0,4525.0,563.0,40906.0,0.0,210.0,3840.0
2019-11-11 05:00:00+01:00,318.0,5230.0,44.0,204.0,2824.0,4721.0,637.0,40853.0,0.0,211.0,4569.0
2019-11-11 06:00:00+01:00,325.0,6639.0,44.0,204.0,1140.0,5047.0,1150.0,40914.0,0.0,210.0,5360.0
2019-11-11 07:00:00+01:00,332.0,7075.0,43.0,201.0,129.0,5235.0,1771.0,41014.0,115.0,210.0,6193.0
2019-11-11 08:00:00+01:00,334.0,7143.0,43.0,200.0,379.0,5451.0,2560.0,41339.0,244.0,209.0,6739.0
2019-11-11 09:00:00+01:00,331.0,7435.0,43.0,200.0,1065.0,5599.0,2009.0,41448.0,660.0,209.0,6971.0
2019-11-11 10:00:00+01:00,332.0,7810.0,43.0,200.0,1394.0,5759.0,2380.0,41513.0,1374.0,209.0,6876.0
2019-11-11 11:00:00+01:00,332.0,7763.0,43.0,200.0,766.0,5750.0,2318.0,41408.0,2050.0,208.0,6621.0
2019-11-11 12:00:00+01:00,332.0,7719.0,36.0,199.0,1227.0,5756.0,2271.0,41745.0,2356.0,208.0,6499.0
2019-11-11 13:00:00+01:00,332.0,7757.0,37.0,202.0,1444.0,5908.0,2269.0,41705.0,2269.0,208.0,6263.0
2019-11-11 14:00:00+01:00,333.0,7588.0,36.0,204.0,919.0,5509.0,2126.0,41677.0,1862.0,207.0,6032.0
2019-11-11 15:00:00+01:00,332.0,7557.0,35.0,204.0,603.0,5193.0,1909.0,41699.0,1295.0,207.0,5595.0
2019-11-11 16:00:00+01:00,332.0,7633.0,34.0,204.0,766.0,5240.0,2232.0,41670.0,538.0,207.0,4849.0
2019-11-11 17:00:00+01:00,331.0,7738.0,33.0,208.0,1236.0,5632.0,2980.0,41606.0,166.0,208.0,4805.0
2019-11-11 18:00:00+01:00,332.0,7795.0,31.0,198.0,2325.0,5949.0,3403.0,41522.0,0.0,208.0,5135.0
2019-11-11 19:00:00+01:00,332.0,7796.0,32.0,198.0,1975.0,6139.0,3446.0,41380.0,0.0,207.0,5514.0
2019-11-11 20:00:00+01:00,332.0,7710.0,32.0,197.0,1092.0,5981.0,2533.0,41355.0,0.0,208.0,6175.0
2019-11-11 21:00:00+01:00,332.0,7476.0,30.0,198.0,363.0,5742.0,2208.0,41001.0,0.0,209.0,6403.0
2019-11-11 22:00:00+01:00,331.0,7439.0,29.0,198.0,415.0,5893.0,2381.0,40191.0,0.0,210.0,6469.0
2019-11-11 23:00:00+01:00,327.0,7521.0,18.0,199.0,227.0,5667.0,2039.0,40201.0,0.0,209.0,6266.0
2019-11-12 00:00:00+01:00,319.0,6920.0,16.0,200.0,1056.0,5368.0,1469.0,40240.0,0.0,208.0,6168.0
2019-11-12 01:00:00+01:00,319.0,6436.0,15.0,200.0,1760.0,5249.0,774.0,40004.0,0.0,209.0,6197.0
2019-11-12 02:00:00+01:00,319.0,6003.0,16.0,200.0,2317.0,5042.0,735.0,39473.0,0.0,210.0,6127.0
2019-11-12 03:00:00+01:00,317.0,5451.0,99.0,200.0,2883.0,4804.0,874.0,39327.0,0.0,210.0,6315.0
2019-11-12 04:00:00+01:00,316.0,5636.0,253.0,200.0,3331.0,4698.0,783.0,39167.0,0.0,210.0,6298.0
2019-11-12 05:00:00+01:00,318.0,6438.0,316.0,199.0,2956.0,4868.0,916.0,39350.0,0.0,210.0,6128.0
2019-11-12 06:00:00+01:00,318.0,7254.0,412.0,201.0,586.0,5188.0,1837.0,39345.0,0.0,208.0,6496.0
2019-11-12 07:00:00+01:00,317.0,7774.0,720.0,203.0,680.0,5417.0,2596.0,39583.0,119.0,210.0,6879.0
2019-11-12 08:00:00+01:00,319.0,8260.0,1018.0,203.0,2076.0,5605.0,3248.0,39798.0,387.0,209.0,6852.0
2019-11-12 09:00:00+01:00,319.0,8304.0,1300.0,203.0,1803.0,5754.0,3171.0,39791.0,1408.0,209.0,6190.0
2019-11-12 10:00:00+01:00,319.0,8163.0,1412.0,203.0,1274.0,5918.0,3078.0,39788.0,2509.0,208.0,5901.0
2019-11-12 11:00:00+01:00,318.0,8114.0,1408.0,237.0,903.0,5734.0,2870.0,39775.0,3217.0,209.0,5943.0
2019-11-12 12:00:00+01:00,318.0,8110.0,1466.0,283.0,400.0,5810.0,2530.0,39766.0,3376.0,209.0,6025.0
2019-11-12 13:00:00+01:00,318.0,8107.0,1680.0,330.0,473.0,5623.0,2354.0,39713.0,3260.0,209.0,6099.0
2019-11-12 14:00:00+01:00,319.0,8163.0,1765.0,330.0,482.0,5259.0,2272.0,39630.0,2789.0,209.0,6004.0
2019-11-12 15:00:00+01:00,319.0,8233.0,1867.0,331.0,521.0,5308.0,2510.0,39658.0,1844.0,208.0,5772.0
2019-11-12 16:00:00+01:00,319.0,8468.0,2053.0,220.0,1096.0,5557.0,2446.0,39755.0,708.0,208.0,4850.0
2019-11-12 17:00:00+01:00,318.0,8413.0,2153.0,203.0,2289.0,5766.0,3265.0,39791.0,177.0,211.0,4454.0
2019-11-12 18:00:00+01:00,316.0,8389.0,2177.0,203.0,3464.0,6127.0,4287.0,39807.0,0.0,210.0,4403.0
2019-11-12 19:00:00+01:00,318.0,8410.0,2216.0,204.0,3774.0,6192.0,4741.0,39833.0,0.0,209.0,4609.0
2019-11-12 20:00:00+01:00,317.0,8242.0,2103.0,203.0,3030.0,6029.0,3621.0,39852.0,0.0,209.0,4685.0
2019-11-12 21:00:00+01:00,314.0,8182.0,2065.0,203.0,1521.0,5809.0,2909.0,39877.0,0.0,211.0,4570.0
2019-11-12 22:00:00+01:00,315.0,7902.0,2064.0,203.0,565.0,5707.0,2353.0,39842.0,0.0,209.0,4136.0
2019-11-12 23:00:00+01:00,317.0,7933.0,2081.0,203.0,675.0,5589.0,2001.0,39767.0,0.0,210.0,4011.0
2019-11-13 00:00:00+01:00,318.0,7664.0,1717.0,203.0,356.0,5302.0,2223.0,39784.0,0.0,210.0,3829.0
2019-11-13 01:00:00+01:00,328.0,7557.0,1529.0,201.0,1713.0,4868.0,2055.0,39842.0,0.0,209.0,3493.0
2019-11-13 02:00:00+01:00,332.0,7512.0,1496.0,200.0,2561.0,4654.0,1831.0,39892.0,0.0,208.0,3206.0
2019-11-13 03:00:00+01:00,331.0,7446.0,1368.0,200.0,3141.0,4498.0,1754.0,39842.0,0.0,209.0,2713.0
2019-11-13 04:00:00+01:00,331.0,7372.0,1472.0,200.0,2907.0,4438.0,1754.0,39825.0,0.0,211.0,2358.0
2019-11-13 05:00:00+01:00,330.0,7382.0,1903.0,199.0,2363.0,4704.0,2115.0,39903.0,0.0,210.0,2274.0
2019-11-13 06:00:00+01:00,329.0,7642.0,2079.0,204.0,168.0,5048.0,2448.0,40000.0,0.0,208.0,2156.0
2019-11-13 07:00:00+01:00,329.0,8024.0,2288.0,204.0,1450.0,5492.0,3069.0,40144.0,128.0,206.0,2199.0
2019-11-13 08:00:00+01:00,330.0,8068.0,2347.0,204.0,2074.0,5925.0,3690.0,40214.0,395.0,205.0,2380.0
2019-11-13 09:00:00+01:00,330.0,8080.0,2353.0,204.0,2429.0,6065.0,3610.0,40215.0,1173.0,209.0,2312.0
2019-11-13 10:00:00+01:00,331.0,8045.0,2197.0,204.0,2137.0,6071.0,3247.0,40207.0,2277.0,207.0,1938.0
2019-11-13 11:00:00+01:00,332.0,7834.0,2127.0,204.0,2307.0,5868.0,3076.0,40158.0,2867.0,209.0,1927.0
2019-11-13 12:00:00+01:00,333.0,7691.0,2138.0,203.0,2402.0,5617.0,3406.0,39883.0,3264.0,208.0,2339.0
2019-11-13 13:00:00+01:00,334.0,7351.0,2214.0,204.0,1841.0,5565.0,3186.0,39825.0,3325.0,206.0,2799.0
2019-11-13 14:00:00+01:00,335.0,7260.0,2145.0,204.0,526.0,5424.0,2645.0,39832.0,2683.0,206.0,3337.0
2019-11-13 15:00:00+01:00,333.0,7613.0,2068.0,204.0,776.0,5388.0,2795.0,39770.0,1659.0,207.0,3642.0
2019-11-13 16:00:00+01:00,331.0,7842.0,2103.0,203.0,1047.0,5658.0,3282.0,39792.0,701.0,208.0,3956.0
2019-11-13 17:00:00+01:00,330.0,8153.0,2270.0,203.0,1918.0,6102.0,3950.0,39970.0,165.0,208.0,4549.0
2019-11-13 18:00:00+01:00,330.0,8238.0,2344.0,203.0,2752.0,6167.0,4246.0,39999.0,0.0,210.0,5402.0
2019-11-13 19:00:00+01:00,330.0,8416.0,2354.0,203.0,3107.0,6259.0,4235.0,40030.0,0.0,211.0,6213.0
2019-11-13 20:00:00+01:00,329.0,8403.0,2349.0,203.0,1507.0,5904.0,3119.0,40044.0,0.0,211.0,6729.0
2019-11-13 21:00:00+01:00,329.0,8338.0,2023.0,203.0,630.0,5468.0,2679.0,40044.0,0.0,211.0,6945.0
2019-11-13 22:00:00+01:00,329.0,8315.0,1786.0,203.0,471.0,5218.0,2263.0,40078.0,0.0,205.0,6754.0
2019-11-13 23:00:00+01:00,329.0,8102.0,1875.0,203.0,332.0,5178.0,1884.0,40062.0,0.0,208.0,6825.0
2019-11-14 00:00:00+01:00,329.0,8059.0,1481.0,203.0,935.0,4827.0,1536.0,39905.0,0.0,209.0,7086.0
2019-11-14 01:00:00+01:00,330.0,8037.0,1401.0,204.0,2443.0,4607.0,1309.0,39998.0,0.0,210.0,7206.0
2019-11-14 02:00:00+01:00,329.0,7921.0,1474.0,204.0,2774.0,4399.0,1405.0,39993.0,0.0,210.0,7023.0
2019-11-14 03:00:00+01:00,330.0,7702.0,1497.0,201.0,3607.0,4238.0,1577.0,39946.0,0.0,210.0,6912.0
2019-11-14 04:00:00+01:00,329.0,7658.0,1564.0,199.0,3450.0,4132.0,1351.0,39867.0,0.0,212.0,6646.0
2019-11-14 05:00:00+01:00,329.0,7810.0,1687.0,199.0,2897.0,4349.0,1347.0,39941.0,0.0,210.0,6180.0
2019-11-14 06:00:00+01:00,330.0,8259.0,2210.0,203.0,1303.0,4694.0,2171.0,40225.0,0.0,210.0,5508.0
2019-11-14 07:00:00+01:00,331.0,8382.0,2250.0,204.0,963.0,5073.0,2962.0,40239.0,115.0,209.0,5063.0
2019-11-14 08:00:00+01:00,334.0,8380.0,2324.0,203.0,1812.0,5529.0,3621.0,40331.0,175.0,208.0,4379.0
2019-11-14 09:00:00+01:00,333.0,8426.0,2370.0,204.0,2346.0,5374.0,3867.0,40347.0,431.0,208.0,3691.0
2019-11-14 10:00:00+01:00,332.0,8449.0,2372.0,204.0,2292.0,5382.0,3943.0,40369.0,916.0,207.0,3420.0
2019-11-14 11:00:00+01:00,331.0,8483.0,2364.0,255.0,2331.0,5433.0,3924.0,40372.0,1392.0,206.0,2969.0
2019-11-14 12:00:00+01:00,330.0,8489.0,2366.0,923.0,2236.0,5459.0,3880.0,40383.0,1412.0,208.0,2317.0
2019-11-14 13:00:00+01:00,332.0,8504.0,2373.0,1175.0,2106.0,5483.0,3928.0,40381.0,1420.0,203.0,1529.0
2019-11-14 14:00:00+01:00,331.0,8500.0,2363.0,1291.0,1756.0,5418.0,3862.0,40389.0,1220.0,201.0,1329.0
2019-11-14 15:00:00+01:00,330.0,8640.0,2282.0,1296.0,1901.0,5572.0,3860.0,40371.0,795.0,204.0,1272.0
2019-11-14 16:00:00+01:00,330.0,8799.0,2242.0,1294.0,1727.0,5742.0,3705.0,40422.0,420.0,203.0,1113.0
2019-11-14 17:00:00+01:00,330.0,8971.0,2260.0,1281.0,2344.0,6185.0,4463.0,40446.0,149.0,204.0,1243.0
2019-11-14 18:00:00+01:00,330.0,8968.0,2270.0,1258.0,2432.0,6498.0,4639.0,40421.0,0.0,206.0,1261.0
2019-11-14 19:00:00+01:00,327.0,9001.0,2352.0,1260.0,3472.0,6504.0,4589.0,40411.0,0.0,208.0,1334.0
2019-11-14 20:00:00+01:00,325.0,8811.0,2339.0,1054.0,1798.0,6105.0,3890.0,40425.0,0.0,209.0,1415.0
2019-11-14 21:00:00+01:00,330.0,8460.0,2345.0,406.0,582.0,5572.0,3372.0,40445.0,0.0,209.0,1421.0
2019-11-14 22:00:00+01:00,330.0,8313.0,2081.0,204.0,163.0,5365.0,2532.0,40456.0,0.0,209.0,1399.0
2019-11-14 23:00:00+01:00,328.0,8233.0,2085.0,204.0,122.0,5386.0,2017.0,40481.0,0.0,209.0,1429.0
2019-11-15 00:00:00+01:00,329.0,8020.0,1937.0,203.0,415.0,5319.0,1903.0,40433.0,0.0,209.0,1652.0
2019-11-15 01:00:00+01:00,330.0,7673.0,1599.0,204.0,1845.0,5131.0,1362.0,40269.0,0.0,210.0,1994.0
2019-11-15 02:00:00+01:00,330.0,7645.0,1324.0,204.0,2594.0,5045.0,1467.0,39943.0,0.0,210.0,2118.0
2019-11-15 03:00:00+01:00,330.0,7570.0,1299.0,204.0,3150.0,4946.0,1409.0,40001.0,0.0,209.0,2310.0
2019-11-15 04:00:00+01:00,331.0,7553.0,1340.0,204.0,3173.0,4748.0,1394.0,40032.0,0.0,210.0,2443.0
2019-11-15 05:00:00+01:00,331.0,7744.0,1574.0,204.0,2995.0,4805.0,1732.0,40127.0,0.0,209.0,2406.0
2019-11-15 06:00:00+01:00,330.0,8142.0,2134.0,205.0,1001.0,5175.0,2455.0,40396.0,0.0,209.0,2345.0
2019-11-15 07:00:00+01:00,329.0,8647.0,2201.0,204.0,1813.0,5823.0,3209.0,40483.0,0.0,208.0,2133.0
2019-11-15 08:00:00+01:00,330.0,8781.0,2314.0,203.0,2900.0,6205.0,4249.0,40501.0,299.0,208.0,1977.0
2019-11-15 09:00:00+01:00,329.0,8773.0,2346.0,209.0,3222.0,6265.0,4468.0,40511.0,862.0,205.0,2311.0
2019-11-15 10:00:00+01:00,329.0,8784.0,2341.0,335.0,2576.0,6251.0,3857.0,40508.0,1663.0,206.0,2649.0
2019-11-15 11:00:00+01:00,329.0,8824.0,2162.0,266.0,1991.0,5892.0,3051.0,40507.0,2109.0,205.0,2845.0
2019-11-15 12:00:00+01:00,328.0,8554.0,1681.0,216.0,1687.0,5938.0,2890.0,40499.0,2332.0,204.0,2938.0
2019-11-15 13:00:00+01:00,328.0,8456.0,1662.0,216.0,1582.0,5987.0,2788.0,40499.0,2187.0,204.0,2929.0
2019-11-15 14:00:00+01:00,320.0,8466.0,1796.0,211.0,1531.0,5861.0,3345.0,40430.0,1834.0,206.0,2648.0
2019-11-15 15:00:00+01:00,320.0,8462.0,1805.0,204.0,1029.0,5867.0,3203.0,40475.0,1223.0,206.0,2458.0
2019-11-15 16:00:00+01:00,319.0,8459.0,2133.0,204.0,1372.0,6103.0,3604.0,40462.0,439.0,204.0,2358.0
2019-11-15 17:00:00+01:00,320.0,8512.0,2245.0,204.0,2533.0,6442.0,3924.0,40484.0,148.0,207.0,2553.0
2019-11-15 18:00:00+01:00,319.0,8577.0,2327.0,204.0,3118.0,6775.0,4389.0,40482.0,0.0,207.0,2828.0
2019-11-15 19:00:00+01:00,320.0,8589.0,2353.0,204.0,2893.0,6765.0,4053.0,40495.0,0.0,203.0,3076.0
2019-11-15 20:00:00+01:00,321.0,8522.0,2347.0,203.0,1658.0,6340.0,3340.0,40484.0,0.0,203.0,3459.0
2019-11-15 21:00:00+01:00,320.0,8547.0,2066.0,203.0,436.0,6035.0,3048.0,40484.0,0.0,206.0,3542.0
2019-11-15 22:00:00+01:00,323.0,8532.0,1861.0,203.0,8.0,5915.0,2505.0,40487.0,0.0,205.0,3628.0
2019-11-15 23:00:00+01:00,329.0,8478.0,1988.0,203.0,290.0,5745.0,2513.0,40371.0,0.0,207.0,3670.0
2019-11-16 00:00:00+01:00,329.0,8355.0,2055.0,202.0,321.0,5532.0,2454.0,40053.0,0.0,207.0,3590.0
2019-11-16 01:00:00+01:00,329.0,7913.0,1780.0,202.0,702.0,5120.0,1584.0,39927.0,0.0,207.0,3615.0
2019-11-16 02:00:00+01:00,330.0,7770.0,1497.0,202.0,1690.0,4957.0,1568.0,40174.0,0.0,208.0,3561.0
2019-11-16 03:00:00+01:00,330.0,7806.0,1408.0,203.0,2316.0,4867.0,1340.0,40198.0,0.0,210.0,3519.0
2019-11-16 04:00:00+01:00,329.0,7770.0,1560.0,204.0,2685.0,4913.0,1322.0,40220.0,0.0,209.0,3439.0
2019-11-16 05:00:00+01:00,329.0,7744.0,1641.0,203.0,2030.0,4780.0,1368.0,40237.0,0.0,208.0,3298.0
2019-11-16 06:00:00+01:00,328.0,7614.0,1471.0,202.0,1599.0,4792.0,1374.0,40079.0,0.0,206.0,3278.0
2019-11-16 07:00:00+01:00,329.0,8203.0,1647.0,202.0,1286.0,5101.0,2173.0,40593.0,0.0,205.0,3146.0
2019-11-16 08:00:00+01:00,329.0,8340.0,1653.0,204.0,413.0,5183.0,2746.0,40708.0,279.0,205.0,2845.0
2019-11-16 09:00:00+01:00,328.0,8405.0,1695.0,203.0,539.0,5320.0,2583.0,41013.0,833.0,204.0,2684.0
2019-11-16 10:00:00+01:00,329.0,8399.0,1699.0,203.0,401.0,5347.0,2712.0,41167.0,1593.0,201.0,2486.0
2019-11-16 11:00:00+01:00,329.0,8404.0,1746.0,202.0,318.0,5262.0,2976.0,41178.0,2006.0,202.0,2388.0
2019-11-16 12:00:00+01:00,329.0,8351.0,1731.0,202.0,981.0,5280.0,2744.0,41303.0,2485.0,205.0,2278.0
2019-11-16 13:00:00+01:00,329.0,8336.0,1700.0,202.0,138.0,5420.0,2606.0,41352.0,2449.0,205.0,2140.0
2019-11-16 14:00:00+01:00,329.0,8277.0,1546.0,204.0,683.0,5341.0,2125.0,41378.0,1953.0,192.0,1894.0
2019-11-16 15:00:00+01:00,330.0,8140.0,1551.0,203.0,1362.0,5353.0,1878.0,41390.0,1243.0,189.0,1564.0
2019-11-16 16:00:00+01:00,330.0,8368.0,1678.0,204.0,1016.0,5404.0,2503.0,41385.0,490.0,193.0,1379.0
2019-11-16 17:00:00+01:00,332.0,8291.0,1649.0,203.0,410.0,5589.0,2722.0,41323.0,152.0,206.0,1452.0
2019-11-16 18:00:00+01:00,331.0,8298.0,1634.0,203.0,1298.0,5901.0,3338.0,41387.0,0.0,206.0,1534.0
2019-11-16 19:00:00+01:00,330.0,8417.0,1687.0,203.0,1322.0,5909.0,3367.0,41394.0,0.0,203.0,1492.0
2019-11-16 20:00:00+01:00,331.0,8437.0,1625.0,203.0,1065.0,5517.0,2742.0,41398.0,0.0,205.0,1385.0
2019-11-16 21:00:00+01:00,331.0,8462.0,1743.0,202.0,929.0,5224.0,3066.0,41389.0,0.0,202.0,1331.0
2019-11-16 22:00:00+01:00,330.0,8380.0,1642.0,202.0,714.0,5042.0,2503.0,41336.0,0.0,201.0,1253.0
2019-11-16 23:00:00+01:00,329.0,8218.0,1480.0,202.0,91.0,5096.0,1892.0,41391.0,0.0,201.0,1246.0
2019-11-17 00:00:00+01:00,330.0,8136.0,1313.0,201.0,271.0,4811.0,1623.0,41362.0,0.0,201.0,1277.0
2019-11-17 01:00:00+01:00,330.0,7816.0,1070.0,200.0,1824.0,4515.0,1368.0,41297.0,0.0,202.0,1271.0
2019-11-17 02:00:00+01:00,329.0,7650.0,1061.0,200.0,2465.0,4282.0,1060.0,41166.0,0.0,201.0,1244.0
2019-11-17 03:00:00+01:00,329.0,7033.0,1089.0,201.0,3112.0,4233.0,984.0,41145.0,0.0,202.0,1216.0
2019-11-17 04:00:00+01:00,328.0,6518.0,1091.0,201.0,3265.0,4194.0,794.0,41187.0,0.0,203.0,1262.0
2019-11-17 05:00:00+01:00,329.0,6806.0,1014.0,201.0,3025.0,4111.0,754.0,41009.0,0.0,207.0,1141.0
2019-11-17 06:00:00+01:00,329.0,6898.0,999.0,200.0,2934.0,4194.0,983.0,41051.0,0.0,208.0,1181.0
2019-11-17 07:00:00+01:00,329.0,7059.0,1094.0,200.0,2930.0,4308.0,1255.0,41198.0,0.0,208.0,1164.0
2019-11-17 08:00:00+01:00,329.0,7692.0,1167.0,200.0,2690.0,4493.0,1667.0,41112.0,306.0,208.0,1117.0
2019-11-17 09:00:00+01:00,329.0,8288.0,1184.0,200.0,1034.0,4591.0,1876.0,40964.0,979.0,210.0,1091.0
2019-11-17 10:00:00+01:00,329.0,8128.0,1372.0,200.0,163.0,4670.0,2235.0,40377.0,1709.0,208.0,1114.0
2019-11-17 11:00:00+01:00,329.0,7809.0,1681.0,201.0,542.0,4750.0,2251.0,40266.0,2217.0,211.0,1148.0
2019-11-17 12:00:00+01:00,329.0,7837.0,1686.0,200.0,421.0,4716.0,2192.0,40247.0,2419.0,211.0,1144.0
2019-11-17 13:00:00+01:00,329.0,7871.0,1589.0,201.0,73.0,4687.0,2218.0,40212.0,2319.0,210.0,1132.0
2019-11-17 14:00:00+01:00,330.0,8101.0,1567.0,201.0,512.0,4539.0,1857.0,40133.0,1784.0,211.0,1154.0
2019-11-17 15:00:00+01:00,330.0,8203.0,1627.0,201.0,921.0,4455.0,1856.0,40048.0,1159.0,213.0,1222.0
2019-11-17 16:00:00+01:00,329.0,8176.0,1627.0,202.0,495.0,4609.0,2068.0,40116.0,419.0,215.0,1249.0
2019-11-17 17:00:00+01:00,327.0,8282.0,1696.0,201.0,439.0,4968.0,2730.0,40209.0,147.0,217.0,1468.0
2019-11-17 18:00:00+01:00,328.0,8355.0,1762.0,201.0,1177.0,5360.0,3317.0,40207.0,0.0,218.0,1735.0
2019-11-17 19:00:00+01:00,329.0,8383.0,1780.0,201.0,1313.0,5542.0,3759.0,40209.0,0.0,216.0,1909.0
2019-11-17 20:00:00+01:00,329.0,8374.0,1749.0,201.0,915.0,5418.0,3313.0,40216.0,0.0,216.0,1846.0
2019-11-17 21:00:00+01:00,329.0,8383.0,1629.0,200.0,389.0,5080.0,2745.0,40167.0,0.0,216.0,1804.0
2019-11-17 22:00:00+01:00,328.0,8290.0,1322.0,201.0,378.0,5004.0,2224.0,39940.0,0.0,216.0,1917.0
2019-11-17 23:00:00+01:00,328.0,8115.0,1472.0,200.0,187.0,4667.0,1644.0,39982.0,0.0,215.0,1936.0
2019-11-18 00:00:00+01:00,328.0,8089.0,1527.0,202.0,1227.0,4228.0,1502.0,40226.0,0.0,216.0,1827.0
2019-11-18 01:00:00+01:00,328.0,8173.0,1294.0,202.0,2922.0,3823.0,1337.0,40195.0,0.0,216.0,1794.0
2019-11-18 02:00:00+01:00,329.0,7945.0,1226.0,202.0,3042.0,3821.0,1262.0,40118.0,0.0,216.0,1793.0
2019-11-18 03:00:00+01:00,328.0,7751.0,1131.0,202.0,3339.0,3850.0,891.0,40095.0,0.0,216.0,1741.0
2019-11-18 04:00:00+01:00,329.0,7378.0,1173.0,202.0,3357.0,3839.0,711.0,40067.0,0.0,216.0,1818.0
