,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2019-06-18 02:00:00+02:00,344.0,2980.0,0.0,0.0,336.0,11.0,3855.0,296.0,0.0,154.0,12.0,57.0
2019-06-18 03:00:00+02:00,345.0,2982.0,0.0,0.0,467.0,10.0,3861.0,280.0,0.0,156.0,13.0,63.0
2019-06-18 04:00:00+02:00,348.0,2864.0,0.0,0.0,676.0,7.0,3867.0,267.0,0.0,164.0,9.0,59.0
2019-06-18 05:00:00+02:00,344.0,2926.0,0.0,0.0,671.0,5.0,3873.0,295.0,8.0,164.0,10.0,58.0
2019-06-18 06:00:00+02:00,332.0,3010.0,0.0,0.0,131.0,5.0,3872.0,327.0,153.0,161.0,15.0,47.0
2019-06-18 07:00:00+02:00,333.0,3169.0,0.0,0.0,0.0,5.0,3870.0,473.0,454.0,157.0,18.0,39.0
2019-06-18 08:00:00+02:00,331.0,3114.0,0.0,0.0,3.0,8.0,3856.0,525.0,919.0,157.0,18.0,31.0
2019-06-18 09:00:00+02:00,331.0,3176.0,0.0,0.0,39.0,12.0,3846.0,544.0,1302.0,158.0,18.0,25.0
2019-06-18 10:00:00+02:00,330.0,3214.0,0.0,0.0,159.0,13.0,3838.0,608.0,1566.0,157.0,18.0,27.0
2019-06-18 11:00:00+02:00,336.0,3067.0,0.0,0.0,120.0,14.0,3811.0,566.0,1978.0,155.0,18.0,27.0
2019-06-18 12:00:00+02:00,334.0,3027.0,0.0,0.0,23.0,12.0,3808.0,526.0,2197.0,152.0,18.0,29.0
2019-06-18 13:00:00+02:00,330.0,3174.0,0.0,0.0,92.0,10.0,3805.0,535.0,2067.0,151.0,19.0,30.0
2019-06-18 14:00:00+02:00,328.0,3149.0,0.0,0.0,170.0,9.0,3811.0,596.0,1893.0,154.0,3.0,31.0
2019-06-18 15:00:00+02:00,330.0,3062.0,0.0,0.0,19.0,9.0,3826.0,557.0,1888.0,154.0,53.0,40.0
2019-06-18 16:00:00+02:00,330.0,3048.0,0.0,0.0,94.0,9.0,3829.0,514.0,1678.0,150.0,150.0,42.0
2019-06-18 17:00:00+02:00,334.0,3109.0,0.0,0.0,428.0,9.0,3837.0,516.0,1386.0,150.0,239.0,46.0
2019-06-18 18:00:00+02:00,337.0,3158.0,0.0,0.0,637.0,9.0,3832.0,557.0,931.0,150.0,311.0,52.0
2019-06-18 19:00:00+02:00,335.0,3179.0,0.0,0.0,511.0,8.0,3827.0,561.0,448.0,151.0,427.0,60.0
2019-06-18 20:00:00+02:00,339.0,3182.0,0.0,0.0,426.0,9.0,3825.0,541.0,161.0,156.0,390.0,72.0
2019-06-18 21:00:00+02:00,336.0,2894.0,0.0,0.0,100.0,9.0,3826.0,413.0,22.0,158.0,788.0,100.0
2019-06-18 22:00:00+02:00,344.0,3036.0,0.0,0.0,13.0,10.0,3829.0,342.0,0.0,158.0,815.0,101.0
2019-06-18 23:00:00+02:00,345.0,3025.0,0.0,0.0,110.0,11.0,3831.0,383.0,0.0,159.0,643.0,93.0
2019-06-19 00:00:00+02:00,342.0,2883.0,0.0,0.0,88.0,11.0,3834.0,350.0,0.0,158.0,453.0,143.0
2019-06-19 01:00:00+02:00,345.0,2897.0,0.0,0.0,76.0,10.0,3838.0,307.0,0.0,159.0,350.0,193.0
2019-06-19 02:00:00+02:00,344.0,2872.0,0.0,0.0,368.0,10.0,3840.0,345.0,0.0,159.0,322.0,304.0
2019-06-19 03:00:00+02:00,345.0,2848.0,0.0,0.0,469.0,9.0,3839.0,332.0,0.0,160.0,255.0,443.0
2019-06-19 04:00:00+02:00,345.0,2579.0,0.0,0.0,688.0,8.0,3843.0,293.0,0.0,160.0,361.0,495.0
2019-06-19 05:00:00+02:00,347.0,2873.0,0.0,0.0,598.0,6.0,3849.0,304.0,11.0,161.0,74.0,501.0
2019-06-19 06:00:00+02:00,343.0,2850.0,0.0,0.0,245.0,6.0,3849.0,373.0,144.0,160.0,229.0,388.0
2019-06-19 07:00:00+02:00,347.0,2758.0,0.0,0.0,117.0,6.0,3837.0,499.0,351.0,159.0,553.0,220.0
2019-06-19 08:00:00+02:00,346.0,3118.0,0.0,0.0,115.0,6.0,3834.0,580.0,649.0,161.0,105.0,210.0
2019-06-19 09:00:00+02:00,339.0,3139.0,0.0,0.0,411.0,9.0,3835.0,663.0,914.0,160.0,194.0,240.0
2019-06-19 10:00:00+02:00,332.0,2674.0,0.0,0.0,3.0,12.0,3825.0,651.0,1074.0,159.0,833.0,293.0
2019-06-19 11:00:00+02:00,338.0,3054.0,0.0,0.0,243.0,12.0,3816.0,642.0,1388.0,158.0,88.0,167.0
2019-06-19 12:00:00+02:00,338.0,3256.0,0.0,0.0,271.0,11.0,3817.0,709.0,1050.0,157.0,69.0,163.0
2019-06-19 13:00:00+02:00,334.0,3167.0,0.0,0.0,430.0,11.0,3828.0,709.0,1103.0,151.0,2.0,224.0
2019-06-19 14:00:00+02:00,338.0,2881.0,0.0,0.0,628.0,10.0,3823.0,632.0,1733.0,154.0,26.0,276.0
2019-06-19 15:00:00+02:00,337.0,2821.0,0.0,0.0,73.0,10.0,3827.0,566.0,1793.0,154.0,10.0,369.0
2019-06-19 16:00:00+02:00,336.0,3149.0,0.0,0.0,98.0,10.0,3828.0,603.0,875.0,150.0,36.0,361.0
2019-06-19 17:00:00+02:00,337.0,3278.0,0.0,0.0,598.0,11.0,3833.0,669.0,452.0,154.0,72.0,418.0
2019-06-19 18:00:00+02:00,302.0,3368.0,0.0,0.0,311.0,11.0,3858.0,671.0,319.0,157.0,76.0,258.0
2019-06-19 19:00:00+02:00,301.0,3233.0,0.0,0.0,372.0,8.0,3865.0,642.0,320.0,162.0,7.0,108.0
2019-06-19 20:00:00+02:00,300.0,3319.0,0.0,0.0,365.0,7.0,3860.0,604.0,113.0,163.0,2.0,67.0
2019-06-19 21:00:00+02:00,302.0,3218.0,0.0,0.0,235.0,9.0,3857.0,578.0,12.0,163.0,0.0,68.0
2019-06-19 22:00:00+02:00,308.0,3184.0,0.0,0.0,26.0,16.0,3857.0,510.0,0.0,164.0,2.0,150.0
2019-06-19 23:00:00+02:00,308.0,2948.0,0.0,0.0,180.0,16.0,3858.0,386.0,0.0,163.0,29.0,230.0
2019-06-20 00:00:00+02:00,310.0,2918.0,0.0,0.0,34.0,14.0,3861.0,334.0,0.0,161.0,96.0,199.0
2019-06-20 01:00:00+02:00,313.0,2823.0,0.0,0.0,410.0,11.0,3864.0,335.0,0.0,165.0,94.0,211.0
2019-06-20 02:00:00+02:00,320.0,2802.0,0.0,0.0,516.0,10.0,3866.0,339.0,0.0,166.0,157.0,254.0
2019-06-20 03:00:00+02:00,332.0,2734.0,0.0,0.0,644.0,10.0,3867.0,313.0,0.0,165.0,360.0,229.0
2019-06-20 04:00:00+02:00,337.0,2654.0,0.0,0.0,774.0,10.0,3871.0,306.0,0.0,169.0,704.0,192.0
2019-06-20 05:00:00+02:00,338.0,2627.0,0.0,0.0,876.0,12.0,3873.0,310.0,6.0,168.0,806.0,172.0
2019-06-20 06:00:00+02:00,342.0,2587.0,0.0,0.0,316.0,12.0,3874.0,343.0,104.0,169.0,749.0,188.0
2019-06-20 07:00:00+02:00,349.0,2481.0,0.0,0.0,129.0,9.0,3874.0,458.0,265.0,165.0,861.0,228.0
2019-06-20 08:00:00+02:00,345.0,2652.0,0.0,0.0,142.0,5.0,3873.0,530.0,466.0,162.0,594.0,238.0
2019-06-20 09:00:00+02:00,346.0,2844.0,0.0,0.0,72.0,4.0,3861.0,642.0,734.0,159.0,301.0,266.0
2019-06-20 10:00:00+02:00,344.0,2838.0,0.0,0.0,81.0,7.0,3854.0,684.0,993.0,161.0,136.0,277.0
2019-06-20 11:00:00+02:00,345.0,2788.0,0.0,0.0,6.0,10.0,3846.0,672.0,1208.0,161.0,125.0,255.0
2019-06-20 12:00:00+02:00,348.0,2687.0,0.0,0.0,3.0,15.0,3844.0,639.0,1344.0,159.0,202.0,251.0
2019-06-20 13:00:00+02:00,350.0,2700.0,0.0,0.0,391.0,19.0,3855.0,661.0,1446.0,161.0,239.0,279.0
2019-06-20 14:00:00+02:00,347.0,2709.0,0.0,0.0,424.0,16.0,3860.0,678.0,1490.0,159.0,358.0,276.0
2019-06-20 15:00:00+02:00,343.0,2597.0,0.0,0.0,404.0,10.0,3861.0,640.0,1420.0,156.0,472.0,308.0
2019-06-20 16:00:00+02:00,341.0,2641.0,0.0,0.0,204.0,7.0,3864.0,584.0,1252.0,165.0,777.0,356.0
2019-06-20 17:00:00+02:00,346.0,2605.0,0.0,0.0,196.0,6.0,3857.0,563.0,1170.0,166.0,1066.0,383.0
2019-06-20 18:00:00+02:00,341.0,2541.0,0.0,0.0,3.0,9.0,3860.0,525.0,938.0,166.0,1084.0,370.0
2019-06-20 19:00:00+02:00,340.0,2770.0,0.0,0.0,173.0,12.0,3860.0,485.0,527.0,164.0,1009.0,358.0
2019-06-20 20:00:00+02:00,348.0,2780.0,0.0,0.0,55.0,10.0,3860.0,427.0,196.0,163.0,948.0,313.0
2019-06-20 21:00:00+02:00,350.0,2802.0,0.0,0.0,33.0,10.0,3862.0,397.0,35.0,164.0,933.0,228.0
2019-06-20 22:00:00+02:00,349.0,2947.0,0.0,0.0,230.0,10.0,3867.0,369.0,0.0,169.0,647.0,214.0
2019-06-20 23:00:00+02:00,345.0,2869.0,0.0,0.0,164.0,10.0,3874.0,391.0,0.0,168.0,621.0,209.0
2019-06-21 00:00:00+02:00,344.0,2851.0,0.0,0.0,367.0,7.0,3876.0,367.0,0.0,169.0,553.0,234.0
2019-06-21 01:00:00+02:00,344.0,2852.0,0.0,0.0,11.0,6.0,3878.0,376.0,0.0,169.0,432.0,267.0
2019-06-21 02:00:00+02:00,346.0,2884.0,0.0,0.0,4.0,6.0,3880.0,372.0,0.0,171.0,417.0,284.0
2019-06-21 03:00:00+02:00,342.0,2701.0,0.0,0.0,438.0,6.0,3880.0,357.0,0.0,172.0,488.0,294.0
2019-06-21 04:00:00+02:00,346.0,2549.0,0.0,0.0,557.0,15.0,3881.0,320.0,0.0,171.0,513.0,293.0
2019-06-21 05:00:00+02:00,345.0,2831.0,0.0,0.0,148.0,17.0,3884.0,351.0,7.0,170.0,486.0,267.0
2019-06-21 06:00:00+02:00,348.0,2977.0,0.0,0.0,121.0,13.0,3888.0,370.0,122.0,169.0,385.0,221.0
2019-06-21 07:00:00+02:00,351.0,3193.0,0.0,0.0,0.0,8.0,3887.0,523.0,452.0,165.0,308.0,194.0
2019-06-21 08:00:00+02:00,333.0,3134.0,0.0,0.0,705.0,4.0,3882.0,626.0,963.0,162.0,318.0,153.0
2019-06-21 09:00:00+02:00,326.0,3291.0,0.0,0.0,683.0,4.0,3879.0,622.0,1393.0,161.0,294.0,146.0
2019-06-21 10:00:00+02:00,327.0,3036.0,0.0,0.0,15.0,4.0,3876.0,636.0,1735.0,161.0,368.0,153.0
2019-06-21 11:00:00+02:00,348.0,2938.0,0.0,0.0,0.0,9.0,3871.0,619.0,1948.0,161.0,364.0,162.0
2019-06-21 12:00:00+02:00,347.0,3006.0,0.0,0.0,0.0,12.0,3871.0,613.0,1850.0,161.0,311.0,172.0
2019-06-21 13:00:00+02:00,345.0,3165.0,0.0,0.0,0.0,11.0,3872.0,657.0,1827.0,160.0,247.0,142.0
2019-06-21 14:00:00+02:00,346.0,3093.0,0.0,0.0,0.0,12.0,3872.0,658.0,1838.0,164.0,179.0,114.0
2019-06-21 15:00:00+02:00,341.0,3163.0,0.0,0.0,0.0,12.0,3871.0,654.0,1772.0,163.0,110.0,107.0
2019-06-21 16:00:00+02:00,339.0,3120.0,0.0,0.0,18.0,8.0,3868.0,655.0,1644.0,168.0,25.0,86.0
2019-06-21 17:00:00+02:00,341.0,3149.0,0.0,0.0,203.0,6.0,3861.0,617.0,1415.0,165.0,14.0,77.0
2019-06-21 18:00:00+02:00,340.0,3183.0,0.0,0.0,538.0,7.0,3859.0,597.0,1056.0,169.0,16.0,76.0
2019-06-21 19:00:00+02:00,339.0,3141.0,0.0,0.0,478.0,10.0,3862.0,523.0,583.0,167.0,17.0,79.0
2019-06-21 20:00:00+02:00,345.0,3097.0,0.0,0.0,113.0,13.0,3865.0,431.0,212.0,166.0,18.0,94.0
2019-06-21 21:00:00+02:00,347.0,3200.0,0.0,0.0,0.0,15.0,3875.0,365.0,35.0,169.0,18.0,124.0
2019-06-21 22:00:00+02:00,342.0,3290.0,0.0,0.0,55.0,11.0,3877.0,365.0,0.0,166.0,18.0,136.0
2019-06-21 23:00:00+02:00,341.0,3265.0,0.0,0.0,185.0,8.0,3871.0,368.0,0.0,164.0,17.0,170.0
2019-06-22 00:00:00+02:00,332.0,2462.0,0.0,0.0,1.0,8.0,3852.0,362.0,0.0,166.0,18.0,197.0
2019-06-22 01:00:00+02:00,334.0,1904.0,0.0,0.0,0.0,8.0,3804.0,354.0,0.0,164.0,18.0,252.0
2019-06-22 02:00:00+02:00,327.0,1637.0,0.0,0.0,61.0,8.0,3865.0,315.0,0.0,164.0,17.0,298.0
2019-06-22 03:00:00+02:00,332.0,1608.0,0.0,0.0,58.0,6.0,3878.0,310.0,0.0,168.0,14.0,336.0
2019-06-22 04:00:00+02:00,333.0,1566.0,0.0,0.0,362.0,5.0,3883.0,308.0,0.0,179.0,1.0,332.0
2019-06-22 05:00:00+02:00,326.0,1635.0,0.0,0.0,62.0,8.0,3879.0,316.0,6.0,200.0,15.0,305.0
2019-06-22 06:00:00+02:00,322.0,1652.0,0.0,0.0,112.0,12.0,3882.0,341.0,130.0,210.0,26.0,302.0
2019-06-22 07:00:00+02:00,324.0,1825.0,0.0,0.0,46.0,14.0,3884.0,451.0,442.0,209.0,38.0,256.0
2019-06-22 08:00:00+02:00,328.0,1847.0,0.0,0.0,7.0,12.0,3882.0,565.0,937.0,210.0,41.0,123.0
2019-06-22 09:00:00+02:00,324.0,1853.0,0.0,0.0,139.0,12.0,3877.0,594.0,1456.0,208.0,59.0,72.0
2019-06-22 10:00:00+02:00,327.0,1740.0,0.0,0.0,5.0,9.0,3869.0,570.0,1925.0,206.0,95.0,103.0
2019-06-22 11:00:00+02:00,331.0,1773.0,0.0,0.0,223.0,7.0,3857.0,545.0,2214.0,206.0,96.0,147.0
2019-06-22 12:00:00+02:00,335.0,1827.0,0.0,0.0,21.0,7.0,3847.0,564.0,2230.0,206.0,104.0,149.0
2019-06-22 13:00:00+02:00,335.0,1875.0,0.0,0.0,1.0,8.0,3838.0,574.0,2172.0,206.0,176.0,133.0
2019-06-22 14:00:00+02:00,336.0,1778.0,0.0,0.0,1.0,9.0,3835.0,584.0,2106.0,206.0,237.0,108.0
2019-06-22 15:00:00+02:00,343.0,1688.0,0.0,0.0,109.0,10.0,3830.0,556.0,1943.0,205.0,354.0,93.0
2019-06-22 16:00:00+02:00,343.0,1705.0,0.0,0.0,20.0,7.0,3826.0,534.0,1734.0,207.0,434.0,92.0
2019-06-22 17:00:00+02:00,342.0,1743.0,0.0,0.0,37.0,6.0,3822.0,527.0,1498.0,205.0,465.0,108.0
2019-06-22 18:00:00+02:00,344.0,1807.0,0.0,0.0,62.0,7.0,3816.0,540.0,1051.0,204.0,523.0,138.0
2019-06-22 19:00:00+02:00,343.0,1938.0,0.0,0.0,361.0,11.0,3818.0,514.0,580.0,204.0,496.0,180.0
2019-06-22 20:00:00+02:00,342.0,1948.0,0.0,0.0,464.0,11.0,3817.0,500.0,210.0,206.0,417.0,179.0
2019-06-22 21:00:00+02:00,342.0,1910.0,0.0,0.0,113.0,10.0,3822.0,446.0,34.0,207.0,456.0,168.0
2019-06-22 22:00:00+02:00,344.0,1914.0,0.0,0.0,63.0,9.0,3829.0,387.0,0.0,208.0,383.0,204.0
2019-06-22 23:00:00+02:00,337.0,1882.0,0.0,0.0,77.0,9.0,3830.0,390.0,0.0,209.0,343.0,209.0
2019-06-23 00:00:00+02:00,341.0,1831.0,0.0,0.0,87.0,8.0,3834.0,315.0,0.0,207.0,324.0,275.0
2019-06-23 01:00:00+02:00,341.0,1668.0,0.0,0.0,532.0,4.0,3837.0,294.0,0.0,205.0,409.0,303.0
2019-06-23 02:00:00+02:00,345.0,1729.0,0.0,0.0,701.0,3.0,3844.0,299.0,0.0,209.0,377.0,266.0
2019-06-23 03:00:00+02:00,346.0,1763.0,0.0,0.0,240.0,5.0,3848.0,319.0,0.0,210.0,304.0,256.0
2019-06-23 04:00:00+02:00,346.0,1769.0,0.0,0.0,711.0,7.0,3842.0,306.0,0.0,210.0,217.0,233.0
2019-06-23 05:00:00+02:00,346.0,1786.0,0.0,0.0,728.0,10.0,3843.0,328.0,6.0,211.0,132.0,210.0
2019-06-23 06:00:00+02:00,348.0,1757.0,0.0,0.0,547.0,13.0,3849.0,349.0,126.0,209.0,123.0,196.0
2019-06-23 07:00:00+02:00,351.0,1835.0,0.0,0.0,32.0,12.0,3848.0,456.0,415.0,211.0,74.0,145.0
2019-06-23 08:00:00+02:00,347.0,1731.0,0.0,0.0,184.0,10.0,3841.0,511.0,918.0,211.0,117.0,73.0
2019-06-23 09:00:00+02:00,345.0,1700.0,0.0,0.0,200.0,9.0,3829.0,532.0,1431.0,206.0,58.0,61.0
2019-06-23 10:00:00+02:00,343.0,1630.0,0.0,0.0,298.0,10.0,3820.0,517.0,1853.0,204.0,46.0,68.0
2019-06-23 11:00:00+02:00,344.0,1573.0,0.0,0.0,202.0,10.0,3812.0,509.0,2159.0,202.0,94.0,130.0
2019-06-23 12:00:00+02:00,344.0,1604.0,0.0,0.0,60.0,11.0,3799.0,507.0,2340.0,198.0,90.0,184.0
2019-06-23 13:00:00+02:00,339.0,1551.0,0.0,0.0,182.0,10.0,3791.0,479.0,2443.0,198.0,235.0,233.0
2019-06-23 14:00:00+02:00,270.0,1628.0,0.0,0.0,472.0,10.0,3787.0,424.0,2344.0,196.0,312.0,274.0
2019-06-23 15:00:00+02:00,205.0,1718.0,0.0,0.0,336.0,10.0,3794.0,400.0,2015.0,197.0,383.0,284.0
2019-06-23 16:00:00+02:00,229.0,1666.0,0.0,0.0,77.0,11.0,3790.0,413.0,1528.0,198.0,475.0,283.0
2019-06-23 17:00:00+02:00,330.0,1712.0,0.0,0.0,58.0,11.0,3787.0,418.0,1120.0,196.0,590.0,283.0
2019-06-23 18:00:00+02:00,336.0,1889.0,0.0,0.0,20.0,11.0,3790.0,437.0,703.0,188.0,762.0,249.0
2019-06-23 19:00:00+02:00,322.0,2051.0,0.0,0.0,485.0,8.0,3795.0,398.0,435.0,182.0,493.0,240.0
2019-06-23 20:00:00+02:00,321.0,2153.0,0.0,0.0,722.0,4.0,3797.0,349.0,196.0,179.0,282.0,180.0
2019-06-23 21:00:00+02:00,320.0,2190.0,0.0,0.0,368.0,4.0,3798.0,374.0,29.0,157.0,274.0,128.0
2019-06-23 22:00:00+02:00,311.0,2244.0,0.0,0.0,245.0,6.0,3800.0,393.0,0.0,161.0,454.0,204.0
2019-06-23 23:00:00+02:00,315.0,2219.0,0.0,0.0,576.0,8.0,3798.0,378.0,0.0,169.0,330.0,289.0
2019-06-24 00:00:00+02:00,313.0,1913.0,0.0,0.0,35.0,9.0,3800.0,374.0,0.0,177.0,204.0,300.0
2019-06-24 01:00:00+02:00,321.0,1781.0,0.0,0.0,592.0,9.0,3804.0,375.0,0.0,185.0,159.0,306.0
2019-06-24 02:00:00+02:00,324.0,1788.0,0.0,0.0,411.0,9.0,3817.0,369.0,0.0,186.0,236.0,344.0
2019-06-24 03:00:00+02:00,321.0,1769.0,0.0,0.0,735.0,9.0,3823.0,315.0,0.0,188.0,322.0,387.0
2019-06-24 04:00:00+02:00,326.0,1812.0,0.0,0.0,863.0,9.0,3826.0,323.0,0.0,188.0,317.0,449.0
2019-06-24 05:00:00+02:00,323.0,1907.0,0.0,0.0,378.0,10.0,3827.0,356.0,6.0,190.0,290.0,502.0
2019-06-24 06:00:00+02:00,324.0,2248.0,0.0,0.0,7.0,12.0,3828.0,410.0,116.0,188.0,319.0,442.0
2019-06-24 07:00:00+02:00,325.0,2567.0,0.0,0.0,354.0,12.0,3828.0,586.0,392.0,187.0,307.0,322.0
2019-06-24 08:00:00+02:00,325.0,2773.0,0.0,0.0,335.0,11.0,3822.0,664.0,871.0,182.0,179.0,210.0
2019-06-24 09:00:00+02:00,329.0,2975.0,0.0,0.0,225.0,10.0,3815.0,671.0,1357.0,183.0,128.0,121.0
2019-06-24 10:00:00+02:00,331.0,2858.0,0.0,0.0,34.0,10.0,3810.0,631.0,1760.0,186.0,121.0,86.0
2019-06-24 11:00:00+02:00,329.0,2841.0,0.0,0.0,380.0,12.0,3793.0,514.0,2089.0,186.0,120.0,55.0
2019-06-24 12:00:00+02:00,329.0,2844.0,0.0,0.0,67.0,12.0,3765.0,498.0,2237.0,186.0,78.0,64.0
2019-06-24 13:00:00+02:00,324.0,2860.0,0.0,0.0,76.0,11.0,3763.0,508.0,2289.0,181.0,20.0,59.0
2019-06-24 14:00:00+02:00,320.0,2851.0,0.0,0.0,0.0,8.0,3764.0,472.0,2201.0,179.0,9.0,52.0
2019-06-24 15:00:00+02:00,305.0,2949.0,0.0,0.0,0.0,6.0,3757.0,473.0,1943.0,181.0,238.0,48.0
2019-06-24 16:00:00+02:00,298.0,3013.0,0.0,0.0,68.0,4.0,3762.0,497.0,1623.0,177.0,283.0,34.0
2019-06-24 17:00:00+02:00,304.0,3175.0,0.0,0.0,250.0,3.0,3759.0,572.0,1233.0,178.0,122.0,34.0
2019-06-24 18:00:00+02:00,319.0,3527.0,0.0,0.0,943.0,6.0,3761.0,569.0,752.0,179.0,16.0,31.0
2019-06-24 19:00:00+02:00,330.0,3480.0,0.0,0.0,894.0,10.0,3769.0,591.0,428.0,184.0,3.0,39.0
2019-06-24 20:00:00+02:00,334.0,3456.0,0.0,0.0,849.0,14.0,3774.0,540.0,202.0,185.0,19.0,35.0
2019-06-24 21:00:00+02:00,329.0,3405.0,0.0,0.0,479.0,14.0,3788.0,467.0,33.0,187.0,13.0,52.0
2019-06-24 22:00:00+02:00,331.0,3268.0,0.0,0.0,78.0,11.0,3788.0,449.0,0.0,187.0,13.0,118.0
2019-06-24 23:00:00+02:00,332.0,2834.0,0.0,0.0,115.0,6.0,3789.0,366.0,0.0,187.0,33.0,166.0
2019-06-25 00:00:00+02:00,322.0,2610.0,0.0,0.0,352.0,4.0,3790.0,288.0,0.0,185.0,115.0,228.0
2019-06-25 01:00:00+02:00,324.0,2627.0,0.0,0.0,684.0,5.0,3789.0,280.0,0.0,187.0,208.0,257.0
2019-06-25 02:00:00+02:00,326.0,2535.0,0.0,0.0,929.0,4.0,3787.0,277.0,0.0,189.0,343.0,264.0
2019-06-25 03:00:00+02:00,328.0,2640.0,0.0,0.0,967.0,3.0,3785.0,273.0,0.0,189.0,582.0,257.0
2019-06-25 04:00:00+02:00,332.0,2547.0,0.0,0.0,958.0,2.0,3782.0,275.0,0.0,190.0,794.0,259.0
2019-06-25 05:00:00+02:00,325.0,2622.0,0.0,0.0,872.0,4.0,3781.0,272.0,3.0,194.0,704.0,300.0
2019-06-25 06:00:00+02:00,330.0,2878.0,0.0,0.0,755.0,8.0,3781.0,308.0,79.0,192.0,694.0,327.0
2019-06-25 07:00:00+02:00,320.0,2999.0,0.0,0.0,22.0,8.0,3781.0,441.0,284.0,191.0,626.0,330.0
2019-06-25 08:00:00+02:00,331.0,3376.0,0.0,0.0,8.0,10.0,3781.0,484.0,732.0,190.0,323.0,271.0
2019-06-25 09:00:00+02:00,332.0,3336.0,0.0,0.0,0.0,11.0,3775.0,517.0,1319.0,185.0,141.0,156.0
2019-06-25 10:00:00+02:00,330.0,3180.0,0.0,0.0,0.0,13.0,3770.0,501.0,1726.0,179.0,29.0,113.0
2019-06-25 11:00:00+02:00,318.0,3137.0,0.0,0.0,0.0,14.0,3762.0,486.0,2013.0,159.0,95.0,96.0
2019-06-25 12:00:00+02:00,317.0,3185.0,0.0,0.0,0.0,10.0,3754.0,451.0,2174.0,165.0,54.0,154.0
2019-06-25 13:00:00+02:00,307.0,3203.0,0.0,0.0,0.0,5.0,3751.0,462.0,2259.0,169.0,4.0,245.0
2019-06-25 14:00:00+02:00,296.0,3170.0,0.0,3.0,29.0,3.0,3736.0,452.0,2196.0,168.0,15.0,231.0
2019-06-25 15:00:00+02:00,286.0,2996.0,0.0,0.0,21.0,3.0,3727.0,431.0,2080.0,167.0,57.0,218.0
2019-06-25 16:00:00+02:00,273.0,2934.0,0.0,0.0,22.0,4.0,3728.0,383.0,1797.0,167.0,286.0,234.0
2019-06-25 17:00:00+02:00,268.0,3135.0,0.0,0.0,359.0,5.0,3733.0,377.0,1426.0,167.0,263.0,206.0
2019-06-25 18:00:00+02:00,277.0,3273.0,0.0,0.0,751.0,7.0,3733.0,393.0,960.0,169.0,171.0,173.0
2019-06-25 19:00:00+02:00,278.0,3410.0,0.0,0.0,918.0,7.0,3743.0,404.0,522.0,173.0,152.0,157.0
2019-06-25 20:00:00+02:00,282.0,3409.0,0.0,0.0,869.0,6.0,3749.0,387.0,198.0,177.0,87.0,142.0
2019-06-25 21:00:00+02:00,299.0,3404.0,0.0,0.0,605.0,4.0,3754.0,375.0,28.0,178.0,115.0,136.0
2019-06-25 22:00:00+02:00,329.0,3370.0,0.0,0.0,428.0,2.0,3758.0,299.0,0.0,179.0,177.0,140.0
2019-06-25 23:00:00+02:00,328.0,3296.0,0.0,0.0,122.0,3.0,3762.0,257.0,0.0,183.0,164.0,159.0
2019-06-26 00:00:00+02:00,332.0,3204.0,0.0,0.0,497.0,4.0,3765.0,286.0,0.0,183.0,194.0,131.0
2019-06-26 01:00:00+02:00,329.0,3113.0,0.0,0.0,587.0,6.0,3772.0,305.0,0.0,188.0,280.0,114.0
2019-06-26 02:00:00+02:00,330.0,3182.0,0.0,0.0,602.0,7.0,3777.0,266.0,0.0,188.0,337.0,91.0
2019-06-26 03:00:00+02:00,327.0,3145.0,0.0,0.0,751.0,8.0,3778.0,264.0,0.0,187.0,438.0,80.0
2019-06-26 04:00:00+02:00,329.0,2998.0,0.0,0.0,880.0,9.0,3783.0,245.0,0.0,190.0,570.0,84.0
2019-06-26 05:00:00+02:00,334.0,3050.0,0.0,0.0,890.0,8.0,3788.0,244.0,2.0,191.0,552.0,76.0
2019-06-26 06:00:00+02:00,334.0,3297.0,0.0,0.0,585.0,6.0,3791.0,301.0,58.0,190.0,442.0,57.0
2019-06-26 07:00:00+02:00,335.0,3481.0,0.0,0.0,137.0,4.0,3793.0,479.0,184.0,189.0,390.0,43.0
2019-06-26 08:00:00+02:00,333.0,3608.0,0.0,0.0,359.0,3.0,3795.0,553.0,376.0,192.0,225.0,42.0
2019-06-26 09:00:00+02:00,333.0,3607.0,0.0,0.0,867.0,4.0,3792.0,595.0,677.0,190.0,241.0,40.0
2019-06-26 10:00:00+02:00,325.0,3502.0,0.0,0.0,263.0,7.0,3790.0,614.0,1026.0,189.0,488.0,42.0
2019-06-26 11:00:00+02:00,331.0,3422.0,0.0,24.0,100.0,7.0,3786.0,600.0,1442.0,191.0,464.0,45.0
2019-06-26 12:00:00+02:00,327.0,3293.0,0.0,10.0,0.0,7.0,3778.0,526.0,1899.0,191.0,510.0,73.0
2019-06-26 13:00:00+02:00,331.0,3180.0,0.0,0.0,0.0,6.0,3772.0,523.0,2197.0,188.0,594.0,98.0
2019-06-26 14:00:00+02:00,328.0,3185.0,0.0,0.0,0.0,4.0,3766.0,472.0,2174.0,185.0,773.0,169.0
2019-06-26 15:00:00+02:00,326.0,2984.0,0.0,0.0,0.0,4.0,3757.0,449.0,2102.0,185.0,943.0,308.0
