,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2019-01-01 00:00:00+01:00,165.13,24.72,210.528,252.56000000000003,10.571
2019-01-01 01:00:00+01:00,165.62,24.72,229.728,242.72000000000003,10.460999999999999
2019-01-01 02:00:00+01:00,166.6,24.768,231.96,250.92000000000002,10.615
2019-01-01 03:00:00+01:00,167.09,24.696,220.632,270.6,10.383999999999999
2019-01-01 04:00:00+01:00,166.10999999999999,24.576,215.208,216.48000000000002,9.878
2019-01-01 05:00:00+01:00,166.10999999999999,24.552,218.928,150.06,9.57
2019-01-01 06:00:00+01:00,165.62,24.384,230.448,140.22,9.658
2019-01-01 07:00:00+01:00,166.6,24.408,248.448,170.56,9.844999999999999
2019-01-01 08:00:00+01:00,167.09,24.144000000000002,234.216,312.42,10.593
2019-01-01 09:00:00+01:00,166.10999999999999,23.976,239.208,296.02000000000004,10.758
2019-01-01 10:00:00+01:00,166.6,23.928,257.184,308.32000000000005,10.758
2019-01-01 11:00:00+01:00,167.57999999999998,24.024,264.88800000000003,325.54,11.418
2019-01-01 12:00:00+01:00,167.57999999999998,23.832,264.336,311.6,11.197999999999999
2019-01-01 13:00:00+01:00,168.07,23.976,264.456,237.8,10.703
2019-01-01 14:00:00+01:00,166.6,24.072,263.30400000000003,241.08,11.296999999999999
2019-01-01 15:00:00+01:00,167.57999999999998,24.216,279.432,238.62,11.450999999999999
2019-01-01 16:00:00+01:00,170.03,24.240000000000002,294.264,225.50000000000003,11.561
2019-01-01 17:00:00+01:00,168.07,24.192,297.168,207.46,11.484
2019-01-01 18:00:00+01:00,170.52,24.072,284.496,205.00000000000003,11.539
2019-01-01 19:00:00+01:00,169.04999999999998,23.832,269.832,210.74,11.351999999999999
2019-01-01 20:00:00+01:00,157.29,23.64,268.8,214.84,11.253
2019-01-01 21:00:00+01:00,120.05,23.64,265.08,212.38000000000002,10.857
2019-01-01 22:00:00+01:00,119.56,23.568,263.952,184.5,10.362
2019-01-01 23:00:00+01:00,120.53999999999999,23.472,255.192,191.88000000000002,10.054
2019-01-02 00:00:00+01:00,122.5,24.288,255.45600000000002,170.56,9.834
2019-01-02 01:00:00+01:00,122.00999999999999,24.144000000000002,240.45600000000002,173.02,9.328
2019-01-02 02:00:00+01:00,122.00999999999999,24.192,237.38400000000001,145.96,8.525
2019-01-02 03:00:00+01:00,122.99,24.168,231.38400000000001,174.66000000000003,8.206
2019-01-02 04:00:00+01:00,123.48,24.144000000000002,241.20000000000002,164.0,7.039999999999999
2019-01-02 05:00:00+01:00,122.99,24.072,251.784,156.62,6.754
2019-01-02 06:00:00+01:00,122.00999999999999,24.072,275.952,205.82000000000002,7.127999999999999
2019-01-02 07:00:00+01:00,120.53999999999999,24.192,312.6,203.36,6.776
2019-01-02 08:00:00+01:00,128.38,24.216,339.672,200.9,6.566999999999999
2019-01-02 09:00:00+01:00,128.38,24.0,349.2,136.12,5.335
2019-01-02 10:00:00+01:00,128.87,23.808,353.736,118.08000000000001,5.181
2019-01-02 11:00:00+01:00,125.92999999999999,23.76,341.232,149.24,5.114999999999999
2019-01-02 12:00:00+01:00,132.79,24.384,322.8,220.58,5.324
2019-01-02 13:00:00+01:00,124.46,24.432000000000002,336.192,218.94000000000003,5.731
2019-01-02 14:00:00+01:00,130.82999999999998,24.264,370.008,191.06,5.731
2019-01-02 15:00:00+01:00,136.71,24.144000000000002,432.48,168.92000000000002,5.9399999999999995
2019-01-02 16:00:00+01:00,133.28,24.12,456.624,218.94000000000003,5.8629999999999995
2019-01-02 17:00:00+01:00,136.71,24.36,488.28000000000003,127.10000000000001,5.511
2019-01-02 18:00:00+01:00,142.59,24.336000000000002,485.232,118.9,5.0489999999999995
2019-01-02 19:00:00+01:00,142.59,24.288,468.81600000000003,132.84,5.06
2019-01-02 20:00:00+01:00,150.43,24.264,459.552,91.02000000000001,4.136
2019-01-02 21:00:00+01:00,149.94,24.024,441.168,83.64,3.828
2019-01-02 22:00:00+01:00,149.45,23.952,416.016,82.82000000000001,3.718
2019-01-02 23:00:00+01:00,148.96,23.856,348.79200000000003,68.88000000000001,3.6079999999999997
2019-01-03 00:00:00+01:00,150.43,23.736,324.6,95.12,3.4539999999999997
2019-01-03 01:00:00+01:00,151.9,23.688,291.432,116.44000000000001,4.499
2019-01-03 02:00:00+01:00,150.43,23.592,272.04,87.74000000000001,3.949
2019-01-03 03:00:00+01:00,150.43,23.544,275.664,98.4,5.258
2019-01-03 04:00:00+01:00,147.0,23.544,289.896,161.54000000000002,5.148
2019-01-03 05:00:00+01:00,153.37,23.52,318.91200000000003,251.74,5.896
2019-01-03 06:00:00+01:00,150.43,23.52,388.848,253.38000000000002,6.2589999999999995
2019-01-03 07:00:00+01:00,151.41,23.664,482.904,250.92000000000002,5.808
2019-01-03 08:00:00+01:00,151.41,23.592,526.224,175.48000000000002,5.7749999999999995
2019-01-03 09:00:00+01:00,147.49,23.496000000000002,524.064,186.96,6.314
2019-01-03 10:00:00+01:00,148.96,23.424,514.7040000000001,187.78,6.391
2019-01-03 11:00:00+01:00,152.39,23.592,528.312,184.5,7.061999999999999
2019-01-03 12:00:00+01:00,155.32999999999998,23.568,526.5360000000001,179.58,7.084
2019-01-03 13:00:00+01:00,155.82,23.592,518.712,185.32000000000002,7.611999999999999
