,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2017-01-01 00:00:00+01:00,133.63,48.51,400.98,9.529,0.0,148.47742,12.9,25.596999999999998
2017-01-01 01:00:00+01:00,136.16,50.47,339.48,9.529,0.0,163.23294,12.816,23.991
2017-01-01 02:00:00+01:00,136.62,50.96,349.32000000000005,10.995,0.0,163.23294,13.884,20.669
2017-01-01 03:00:00+01:00,169.97,46.55,418.20000000000005,8.796,0.0,160.46628,13.692,18.160999999999998
2017-01-01 04:00:00+01:00,160.31,42.14,402.62,8.796,0.0,154.93296,13.596,16.433999999999997
2017-01-01 05:00:00+01:00,156.86,43.61,360.8,9.529,0.0,152.1663,10.824,15.136
2017-01-01 06:00:00+01:00,163.53,56.35,404.26000000000005,10.262,0.0,174.29958000000002,8.82,13.848999999999998
2017-01-01 07:00:00+01:00,152.26000000000002,59.29,355.06,10.262,0.0,177.06624,9.552,12.649999999999999
2017-01-01 08:00:00+01:00,140.07,63.699999999999996,466.58000000000004,11.728,0.0,176.14402,9.648,11.835999999999999
2017-01-01 09:00:00+01:00,136.85,71.05,555.96,15.392999999999999,0.082,177.06624,9.348,10.593
2017-01-01 10:00:00+01:00,140.53,68.6,542.0200000000001,13.193999999999999,0.492,179.8329,9.264,9.273
2017-01-01 11:00:00+01:00,151.11,73.99,556.7800000000001,14.66,0.984,180.75512,9.144,8.315999999999999
2017-01-01 12:00:00+01:00,152.72,79.38,583.84,14.66,1.312,184.44400000000002,9.252,7.303999999999999
2017-01-01 13:00:00+01:00,160.31,76.92999999999999,592.86,12.461,1.3940000000000001,185.36622,8.928,6.446
2017-01-01 14:00:00+01:00,163.53,77.42,707.6600000000001,10.995,0.8200000000000001,183.52178,7.92,6.082999999999999
2017-01-01 15:00:00+01:00,165.6,83.3,806.0600000000001,10.262,0.164,181.67734000000002,5.6160000000000005,5.6979999999999995
2017-01-01 16:00:00+01:00,154.79000000000002,112.21,934.8000000000001,10.262,0.0,178.91068,5.484,5.632
2017-01-01 17:00:00+01:00,164.22,118.09,874.1200000000001,10.995,0.0,177.98846,4.632,4.785
2017-01-01 18:00:00+01:00,178.02,113.67999999999999,861.82,10.262,0.0,182.59956,4.152,4.279
2017-01-01 19:00:00+01:00,173.65,106.33,805.24,12.461,0.0,182.59956,4.86,4.18
2017-01-01 20:00:00+01:00,171.81,96.53,758.5000000000001,9.529,0.0,182.59956,6.312,5.433999999999999
2017-01-01 21:00:00+01:00,164.45000000000002,92.61,633.0400000000001,8.796,0.0,182.59956,7.26,6.654999999999999
2017-01-01 22:00:00+01:00,156.17000000000002,88.2,603.5200000000001,6.5969999999999995,0.0,179.8329,8.268,7.215999999999999
2017-01-01 23:00:00+01:00,158.47,87.71,569.08,2.932,0.0,173.37736,8.448,7.303999999999999
2017-01-02 00:00:00+01:00,144.21,85.26,545.3000000000001,3.665,0.0,168.76626000000002,8.304,8.052
2017-01-02 01:00:00+01:00,148.81,83.3,488.72,7.33,0.0,152.1663,7.68,7.92
2017-01-02 02:00:00+01:00,166.06,87.71,517.4200000000001,10.995,0.0,160.46628,7.272,8.074
2017-01-02 03:00:00+01:00,177.33,85.75,505.94000000000005,10.995,0.0,157.69962,8.76,7.446999999999999
2017-01-02 04:00:00+01:00,176.18,94.57,501.02000000000004,14.66,0.0,163.23294,6.708,6.314
2017-01-02 05:00:00+01:00,189.52,103.88,527.26,16.126,0.0,164.15516,7.128,5.324
2017-01-02 06:00:00+01:00,178.48000000000002,142.1,626.48,10.262,0.0,162.31072,5.22,4.532
2017-01-02 07:00:00+01:00,165.83,237.16,724.8800000000001,10.995,0.0,162.31072,5.304,3.9379999999999997
2017-01-02 08:00:00+01:00,195.27,264.11,762.6,12.461,0.041,164.15516,5.784,3.7729999999999997
2017-01-02 09:00:00+01:00,174.11,266.07,936.44,13.193999999999999,0.902,165.07738,7.848,3.8829999999999996
2017-01-02 10:00:00+01:00,171.12,268.03,938.08,11.728,3.5260000000000002,164.15516,7.884,4.785
2017-01-02 11:00:00+01:00,157.09,269.5,902.82,13.927,6.437,162.31072,7.236,6.0169999999999995
2017-01-02 12:00:00+01:00,184.92000000000002,268.03,856.08,13.193999999999999,7.5440000000000005,165.99960000000002,5.76,6.622
2017-01-02 13:00:00+01:00,181.24,264.6,759.32,12.461,6.355,164.15516,4.86,6.677
2017-01-02 14:00:00+01:00,164.68,270.96999999999997,792.12,10.995,3.362,165.07738,5.5920000000000005,5.665
2017-01-02 15:00:00+01:00,163.53,287.63,947.1,15.392999999999999,0.5740000000000001,165.99960000000002,5.808,4.532
2017-01-02 16:00:00+01:00,173.65,283.21999999999997,951.2,13.927,0.0,165.99960000000002,6.72,4.136
2017-01-02 17:00:00+01:00,199.18,287.63,1020.9000000000001,13.193999999999999,0.0,165.99960000000002,6.372,5.027
2017-01-02 18:00:00+01:00,195.5,283.21999999999997,943.0000000000001,12.461,0.0,165.99960000000002,5.808,5.654
2017-01-02 19:00:00+01:00,174.8,258.23,777.36,11.728,0.0,164.15516,5.808,6.699
2017-01-02 20:00:00+01:00,160.54000000000002,249.9,702.74,10.995,0.0,165.07738,6.996,7.468999999999999
2017-01-02 21:00:00+01:00,162.84,257.25,700.2800000000001,17.592,0.0,166.92182,7.284,7.1499999999999995
2017-01-02 22:00:00+01:00,170.43,199.43,708.48,13.193999999999999,0.0,161.3885,6.204,6.512
2017-01-02 23:00:00+01:00,136.39000000000001,182.28,623.2,11.728,0.0,150.32186000000002,6.36,6.776
2017-01-03 00:00:00+01:00,156.4,161.7,528.9000000000001,11.728,0.0,154.93296,6.768,7.821
2017-01-03 01:00:00+01:00,166.06,163.66,489.54,13.193999999999999,0.0,162.31072,8.796,8.305
2017-01-03 02:00:00+01:00,156.86,156.8,470.68000000000006,10.262,0.0,158.62184000000002,8.976,8.789
2017-01-03 03:00:00+01:00,155.71,142.1,473.14000000000004,10.995,0.0,158.62184000000002,8.976,10.054
2017-01-03 04:00:00+01:00,141.45000000000002,142.1,466.58000000000004,10.262,0.0,143.86632,9.48,10.174999999999999
2017-01-03 05:00:00+01:00,150.42000000000002,154.84,532.1800000000001,10.995,0.0,133.7219,9.612,10.615
2017-01-03 06:00:00+01:00,152.49,167.09,590.4000000000001,10.995,0.0,131.87746,10.26,11.033
2017-01-03 07:00:00+01:00,147.20000000000002,174.44,608.44,13.927,0.0,132.79968,12.108,11.737
2017-01-03 08:00:00+01:00,138.92000000000002,184.24,637.1400000000001,16.858999999999998,0.0,133.7219,13.248000000000001,13.100999999999999
2017-01-03 09:00:00+01:00,151.34,177.38,656.82,10.995,0.123,140.17744000000002,13.5,16.477999999999998
2017-01-03 10:00:00+01:00,159.39000000000001,190.60999999999999,635.5,13.927,0.533,139.25522,13.68,19.634999999999998
2017-01-03 11:00:00+01:00,158.24,183.75,657.6400000000001,10.262,0.779,141.09966,13.704,24.947999999999997
2017-01-03 12:00:00+01:00,176.87,188.16,707.6600000000001,13.927,0.902,142.94410000000002,13.584,28.633
2017-01-03 13:00:00+01:00,169.51000000000002,191.59,706.0200000000001,11.728,0.902,156.7774,14.052,31.349999999999998
2017-01-03 14:00:00+01:00,178.48000000000002,179.82999999999998,619.1,10.995,0.451,143.86632,12.9,31.493
2017-01-03 15:00:00+01:00,167.67000000000002,178.85,642.88,11.728,0.082,142.02188,13.932,32.417
2017-01-03 16:00:00+01:00,169.51000000000002,180.32,679.7800000000001,13.927,0.0,145.71076,13.884,32.802
2017-01-03 17:00:00+01:00,169.97,180.32,681.4200000000001,11.728,0.0,142.94410000000002,14.1,34.1
2017-01-03 18:00:00+01:00,156.4,161.7,634.6800000000001,11.728,0.0,142.94410000000002,14.028,33.792
2017-01-03 19:00:00+01:00,155.94,158.76,599.4200000000001,13.927,0.0,143.86632,13.992,33.187
2017-01-03 20:00:00+01:00,144.21,137.2,579.74,10.995,0.0,141.09966,14.004,32.922999999999995
2017-01-03 21:00:00+01:00,129.49,131.81,483.8,12.461,0.0,141.09966,12.672,31.647
2017-01-03 22:00:00+01:00,133.4,122.00999999999999,451.82000000000005,13.193999999999999,0.0,133.7219,11.532,30.877
2017-01-03 23:00:00+01:00,135.47,107.8,371.46000000000004,12.461,0.0,131.87746,11.352,30.877
2017-01-04 00:00:00+01:00,141.22,81.83,337.84000000000003,10.995,0.0,121.73304,11.496,30.679
2017-01-04 01:00:00+01:00,133.63,68.6,370.64000000000004,17.592,0.0,137.41078000000002,6.78,30.47
2017-01-04 02:00:00+01:00,127.19000000000001,52.43,304.22,11.728,0.0,133.7219,7.176,30.58
2017-01-04 03:00:00+01:00,129.72,55.37,282.08000000000004,11.728,0.0,134.64412000000002,7.308,29.249
2017-01-04 04:00:00+01:00,134.32,64.67999999999999,327.18,4.398,0.0,132.79968,10.464,29.458
2017-01-04 05:00:00+01:00,151.8,90.64999999999999,520.7,9.529,0.0,135.56634,10.056000000000001,29.997
2017-01-04 06:00:00+01:00,164.45000000000002,92.61,695.36,5.131,0.0,142.02188,9.804,30.293999999999997
2017-01-04 07:00:00+01:00,188.6,145.53,844.6,8.063,0.0,143.86632,11.316,29.799
2017-01-04 08:00:00+01:00,165.14000000000001,145.53,768.34,4.398,0.0,130.03302,12.72,29.160999999999998
2017-01-04 09:00:00+01:00,158.47,155.32999999999998,756.86,6.5969999999999995,0.738,136.48856,13.884,27.477999999999998
2017-01-04 10:00:00+01:00,170.66,159.25,829.84,10.995,2.501,148.47742,14.076,26.642
2017-01-04 11:00:00+01:00,167.67000000000002,160.23,851.98,11.728,4.059,148.47742,13.992,26.168999999999997
2017-01-04 12:00:00+01:00,175.49,152.39,824.9200000000001,12.461,4.182,153.08852000000002,13.788,27.115
2017-01-04 13:00:00+01:00,186.99,182.28,943.0000000000001,17.592,3.075,164.15516,12.696,27.136999999999997
2017-01-04 14:00:00+01:00,164.22,196.98,998.7600000000001,19.791,2.173,165.99960000000002,13.632,24.134
2017-01-04 15:00:00+01:00,181.01000000000002,185.71,1053.7,20.524,0.5740000000000001,161.3885,13.572000000000001,22.439999999999998
2017-01-04 16:00:00+01:00,198.26000000000002,168.56,1099.6200000000001,15.392999999999999,0.0,157.69962,12.684000000000001,22.462
2017-01-04 17:00:00+01:00,167.21,168.56,1080.76,13.193999999999999,0.0,156.7774,12.552,22.395999999999997
2017-01-04 18:00:00+01:00,200.79000000000002,170.52,1067.64,14.66,0.0,158.62184000000002,12.516,21.549
2017-01-04 19:00:00+01:00,196.65,170.52,1002.0400000000001,16.126,0.0,152.1663,12.288,20.328
2017-01-04 20:00:00+01:00,167.9,172.97,984.82,19.791,0.0,152.1663,12.696,17.644
2017-01-04 21:00:00+01:00,199.64000000000001,162.19,988.9200000000001,17.592,0.0,151.24408,12.888,14.795
2017-01-04 22:00:00+01:00,171.12,155.82,950.3800000000001,17.592,0.0,150.32186000000002,12.924,12.485
2017-01-04 23:00:00+01:00,168.59,155.82,868.3800000000001,13.927,0.0,134.64412000000002,13.188,12.452
