,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2019-01-01 00:00:00+01:00,65.78,0.0,0.0,2744.49,1573.5800000000002,115.814,0.0,0.0,0.0,2.568,23.592,40.392,0.0,72.876,50.02,,1.2710000000000001,264.67714,0.0,41.899
2019-01-01 01:00:00+01:00,68.08,0.0,0.0,2730.77,1399.74,114.348,0.0,0.0,0.0,1.44,23.256,40.224000000000004,0.0,72.864,49.2,,1.2710000000000001,263.75492,0.0,41.513999999999996
2019-01-01 02:00:00+01:00,68.54,0.0,0.0,2719.0099999999998,1343.16,113.615,0.0,0.0,0.0,11.976,21.768,26.976,0.0,72.876,49.2,,0.9430000000000001,264.67714,0.0,41.14
2019-01-01 03:00:00+01:00,68.08,0.0,0.0,2957.64,1243.1200000000001,117.28,0.0,0.0,0.0,29.712,21.528,19.92,0.0,72.876,49.2,,0.615,265.59936,0.0,40.666999999999994
2019-01-01 04:00:00+01:00,67.85000000000001,0.0,0.0,2939.5099999999998,1218.52,129.008,0.0,0.0,0.0,31.608,21.84,22.656,0.0,72.876,49.2,,0.615,266.52158000000003,0.0,38.675999999999995
2019-01-01 05:00:00+01:00,67.16,0.0,0.0,2897.37,1220.16,130.474,0.0,0.0,0.0,31.608,21.888,21.552,0.0,72.888,50.02,,0.615,265.59936,0.0,37.224
2019-01-01 06:00:00+01:00,68.31,0.0,0.0,2903.25,1225.9,134.87199999999999,0.0,0.0,0.0,21.744,22.368000000000002,17.328,0.0,72.864,50.02,,0.615,265.59936,0.0,37.037
2019-01-01 07:00:00+01:00,67.62,0.0,0.0,2927.2599999999998,1168.5,137.804,0.0,0.0,0.0,20.304000000000002,22.32,15.576,0.0,72.876,50.02,,0.615,261.91048,0.0,36.806
2019-01-01 08:00:00+01:00,67.62,0.0,0.0,2724.4,1193.92,138.537,0.0,0.0,0.0,9.672,22.080000000000002,16.536,0.0,72.876,50.02,,1.599,263.75492,0.0,36.794999999999995
2019-01-01 09:00:00+01:00,66.93,0.0,0.0,2810.15,1179.98,137.804,0.0,0.0,0.0,12.792,22.056,17.28,0.0,72.864,50.84,,31.857000000000003,263.75492,0.0,34.693999999999996
2019-01-01 10:00:00+01:00,67.39,0.0,0.0,3034.08,1201.3000000000002,138.537,0.0,0.0,0.0,13.44,22.224,23.688,0.0,72.864,50.84,,85.444,263.75492,0.0,28.017
2019-01-01 11:00:00+01:00,67.62,0.0,0.0,3249.19,1289.8600000000001,137.071,0.0,0.0,0.0,3.072,21.84,20.328,0.0,72.84,50.02,,128.822,254.53272,0.0,21.23
2019-01-01 12:00:00+01:00,67.16,0.0,0.0,3357.97,1389.0800000000002,140.003,0.0,0.0,0.0,1.776,22.104,26.088,0.0,72.84,50.02,,156.374,261.91048,0.0,19.195
2019-01-01 13:00:00+01:00,66.7,0.0,0.0,3153.64,1426.8000000000002,142.935,0.0,0.0,0.0,3.96,22.128,30.96,0.0,72.864,49.2,,158.793,269.28824000000003,0.0,17.919
2019-01-01 14:00:00+01:00,66.93,0.0,0.0,3256.0499999999997,1407.1200000000001,142.202,0.0,0.0,0.0,7.2,21.648,30.144000000000002,0.0,72.852,49.2,,156.661,269.28824000000003,0.0,17.479
2019-01-01 15:00:00+01:00,66.7,0.0,0.0,3000.7599999999998,1330.0400000000002,142.202,0.0,0.0,0.0,6.96,21.672,27.816,0.0,72.852,49.2,,147.723,272.05490000000003,0.0,16.576999999999998
2019-01-01 16:00:00+01:00,66.93,0.0,0.0,3113.95,1254.6000000000001,142.202,0.0,0.0,0.0,9.144,22.368000000000002,31.8,0.0,72.852,50.02,,114.84100000000001,275.74378,0.0,17.061
2019-01-01 17:00:00+01:00,63.480000000000004,0.0,0.0,3534.86,1355.46,140.736,0.0,0.0,0.0,5.952,22.752,43.032000000000004,0.0,72.852,50.02,,46.658,276.666,0.0,23.089
2019-01-01 18:00:00+01:00,62.330000000000005,0.0,0.0,3677.94,1635.0800000000002,141.469,0.0,0.0,0.0,0.096,23.976,56.064,0.0,72.864,50.84,,8.446,277.58822000000004,0.0,33.516999999999996
2019-01-01 19:00:00+01:00,63.480000000000004,0.0,0.0,3545.64,1873.7,141.469,0.0,0.0,0.0,0.024,24.72,61.632,0.0,72.888,51.660000000000004,,2.665,279.43266,0.0,40.656
2019-01-01 20:00:00+01:00,62.1,0.0,0.0,3402.56,1902.4,141.469,0.0,0.0,0.0,0.024,25.056,66.48,0.0,72.9,51.660000000000004,,1.435,281.2771,0.0,48.147
2019-01-01 21:00:00+01:00,61.410000000000004,0.0,0.0,3532.41,1828.6000000000001,142.202,0.0,0.0,0.0,0.024,24.504,66.384,0.0,72.888,50.84,,1.312,282.19932,0.0,55.714999999999996
2019-01-01 22:00:00+01:00,62.1,0.0,0.0,3466.2599999999998,1766.2800000000002,137.804,0.0,0.0,0.0,0.024,23.328,54.0,0.0,72.888,50.84,,1.312,281.2771,0.0,62.809999999999995
2019-01-01 23:00:00+01:00,61.64,0.0,0.0,3347.19,1583.42,145.867,0.0,0.0,0.0,0.024,22.272000000000002,37.896,0.0,72.9,50.02,,1.2710000000000001,277.58822000000004,0.0,68.794
2019-01-02 00:00:00+01:00,62.330000000000005,0.0,0.0,2700.88,1307.9,149.532,0.0,0.0,0.0,5.496,21.408,20.232,0.0,72.888,50.02,,1.2710000000000001,279.43266,0.0,72.83099999999999
2019-01-02 01:00:00+01:00,62.330000000000005,0.0,0.0,2449.02,1246.4,163.459,0.0,0.0,0.0,28.32,21.216,14.76,0.0,72.888,50.84,,0.9430000000000001,283.12154000000004,0.0,74.99799999999999
2019-01-02 02:00:00+01:00,62.56,0.0,0.0,2305.94,1137.3400000000001,170.05599999999998,0.0,0.0,0.0,58.704,21.384,15.72,0.0,72.864,50.02,,0.615,280.35488000000004,0.0,77.89099999999999
2019-01-02 03:00:00+01:00,63.02,0.0,0.0,2294.67,1131.6000000000001,170.05599999999998,0.0,0.0,0.0,75.456,21.432000000000002,12.888,0.0,72.876,50.02,,0.615,282.19932,0.0,82.511
2019-01-02 04:00:00+01:00,64.4,0.0,0.0,2201.57,1083.22,167.124,0.0,0.0,0.0,78.552,21.216,11.64,0.0,72.876,51.660000000000004,,0.615,282.19932,0.0,86.515
2019-01-02 05:00:00+01:00,62.56,0.0,0.0,2263.8,1129.96,169.323,0.0,0.0,0.0,66.21600000000001,21.264,12.576,0.0,72.876,50.84,,0.615,281.2771,0.0,88.803
2019-01-02 06:00:00+01:00,63.02,0.0,0.0,2412.27,1339.88,170.789,0.0,0.0,0.0,29.712,21.072,21.264,0.0,72.852,51.660000000000004,,0.615,278.51044,0.0,101.541
2019-01-02 07:00:00+01:00,63.25,7.380000000000001,0.0,2847.39,1628.5200000000002,185.44899999999998,0.0,0.0,0.0,0.864,21.432000000000002,24.0,0.0,72.864,53.300000000000004,,0.615,279.43266,0.0,105.78699999999999
2019-01-02 08:00:00+01:00,63.940000000000005,31.980000000000004,0.0,2815.0499999999997,2005.7200000000003,209.638,0.0,0.0,0.0,0.024,21.6,30.144000000000002,0.0,72.864,52.480000000000004,,1.558,279.43266,0.0,111.309
2019-01-02 09:00:00+01:00,63.25,85.28,0.0,3024.77,2203.34,213.303,0.0,0.0,0.0,0.024,21.048000000000002,51.072,0.0,72.852,51.660000000000004,,31.406000000000002,275.74378,0.0,111.056
2019-01-02 10:00:00+01:00,64.4,130.38000000000002,0.0,3175.2,2424.7400000000002,210.371,0.0,0.0,0.0,0.024,21.48,53.904,0.0,72.84,56.580000000000005,,83.64,278.51044,0.0,108.25099999999999
2019-01-02 11:00:00+01:00,63.480000000000004,160.72,0.0,3400.6,2493.6200000000003,208.905,0.0,0.0,0.0,0.024,21.768,58.224000000000004,0.0,72.84,56.580000000000005,,123.77900000000001,272.97712,0.0,102.90499999999999
2019-01-02 12:00:00+01:00,64.63000000000001,184.5,0.0,3416.2799999999997,2470.6600000000003,216.968,0.0,0.0,0.0,0.024,21.816,57.480000000000004,0.0,72.816,56.580000000000005,,151.126,280.35488000000004,0.0,98.571
2019-01-02 13:00:00+01:00,64.86,194.34,0.0,3416.77,2497.7200000000003,216.968,0.0,0.0,0.0,0.024,22.152,49.32,0.0,72.852,56.580000000000005,,156.661,274.82156000000003,0.0,93.874
2019-01-02 14:00:00+01:00,63.940000000000005,182.86,0.0,3376.59,2370.6200000000003,216.968,0.0,0.0,0.0,0.024,21.96,43.2,0.0,72.852,56.580000000000005,,155.431,270.21046,0.0,85.66799999999999
2019-01-02 15:00:00+01:00,65.32000000000001,184.5,0.0,3484.88,2312.4,219.9,0.0,0.0,0.0,0.024,21.672,44.952,0.0,72.852,56.580000000000005,,149.691,270.21046,0.0,81.455
2019-01-02 16:00:00+01:00,67.62,193.52,0.0,3676.96,2373.9,214.036,0.0,0.0,0.0,0.024,22.368000000000002,45.528,0.0,72.828,56.580000000000005,,119.55600000000001,273.89934,0.0,78.529
2019-01-02 17:00:00+01:00,63.71,191.88000000000002,0.0,4253.69,2401.78,211.10399999999998,0.0,0.0,0.0,0.024,23.28,71.232,0.0,72.816,57.400000000000006,,54.817,266.52158000000003,0.0,78.859
2019-01-02 18:00:00+01:00,62.330000000000005,196.8,0.0,4522.21,2322.2400000000002,216.23499999999999,0.0,0.0,0.0,0.0,24.216,106.632,0.0,72.804,57.400000000000006,,10.127,260.98826,0.0,83.963
2019-01-02 19:00:00+01:00,69.23,196.8,0.0,4619.23,2209.9,218.434,0.0,0.0,0.0,0.0,24.144000000000002,108.336,0.0,72.816,58.220000000000006,,1.8860000000000001,271.13268,0.0,84.92
2019-01-02 20:00:00+01:00,69.46000000000001,189.42000000000002,0.0,4432.54,2202.52,217.701,0.0,0.0,0.0,0.024,23.808,86.232,0.0,72.816,58.220000000000006,,1.845,273.89934,0.0,84.667
2019-01-02 21:00:00+01:00,69.23,180.4,0.0,4407.55,2163.98,215.502,0.0,0.0,0.0,0.024,23.16,81.456,0.0,72.84,58.220000000000006,,1.681,279.43266,0.0,81.422
2019-01-02 22:00:00+01:00,73.37,172.20000000000002,0.0,4049.85,2098.38,216.968,0.0,0.0,0.0,0.024,22.368000000000002,62.952,0.0,72.864,51.660000000000004,,1.435,279.43266,0.0,77.67099999999999
2019-01-02 23:00:00+01:00,74.29,182.04000000000002,0.0,3632.86,2012.2800000000002,216.23499999999999,0.0,0.0,0.0,0.024,20.928,51.144,0.0,72.864,51.660000000000004,,1.2710000000000001,274.82156000000003,0.0,74.228
2019-01-03 00:00:00+01:00,74.52000000000001,186.14000000000001,0.0,2608.27,1969.64,200.109,0.0,0.0,0.0,0.24,19.92,37.824,0.0,72.852,50.02,,1.2710000000000001,274.82156000000003,0.0,69.63
