,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2015-12-31 23:00:00+00:00,65.09,499.8,1039.76,4.728,13.464,4.728,28.700000000000003,0.0,20.339
2016-01-01 00:00:00+00:00,64.86,336.63,967.6,3.072,13.848,1.776,28.700000000000003,0.0,20.558999999999997
2016-01-01 01:00:00+00:00,66.01,226.38,967.6,0.024,8.976,2.496,28.700000000000003,0.0,23.441
2016-01-01 02:00:00+00:00,65.78,166.10999999999999,967.6,0.0,8.904,2.352,28.700000000000003,0.0,24.497
2016-01-01 03:00:00+00:00,65.09,165.62,865.9200000000001,0.0,7.464,1.6560000000000001,27.880000000000003,0.0,23.892
2016-01-01 04:00:00+00:00,65.32000000000001,165.62,602.7,0.0,5.688,1.6320000000000001,27.060000000000002,0.0,27.863
2016-01-01 05:00:00+00:00,63.480000000000004,164.64,450.18,0.0,9.624,1.6320000000000001,25.42,0.0,29.348
2016-01-01 06:00:00+00:00,62.330000000000005,163.66,296.02000000000004,0.0,11.976,1.608,25.42,0.0,31.944
2016-01-01 07:00:00+00:00,62.56,163.66,295.20000000000005,0.0,10.512,1.6560000000000001,26.240000000000002,0.0,35.233
2016-01-01 08:00:00+00:00,62.56,163.17,295.20000000000005,0.0,13.416,1.92,26.240000000000002,0.492,35.650999999999996
2016-01-01 09:00:00+00:00,63.25,162.68,296.02000000000004,0.0,15.120000000000001,2.544,25.42,1.722,38.434
2016-01-01 10:00:00+00:00,61.410000000000004,163.17,314.88,0.0,15.096,2.592,26.240000000000002,2.9930000000000003,40.832
2016-01-01 11:00:00+00:00,62.330000000000005,163.66,493.64000000000004,0.0,16.032,1.704,25.42,3.567,43.076
2016-01-01 12:00:00+00:00,63.71,162.68,427.22,0.0,13.896,2.616,26.240000000000002,2.419,44.638
2016-01-01 13:00:00+00:00,61.870000000000005,163.17,296.02000000000004,0.0,12.672,2.928,26.240000000000002,2.9930000000000003,44.836
2016-01-01 14:00:00+00:00,59.34,163.17,295.20000000000005,0.0,12.432,1.848,26.240000000000002,2.419,44.099
2016-01-01 15:00:00+00:00,59.57,164.15,296.02000000000004,0.0,14.424,1.6320000000000001,26.240000000000002,1.189,42.547999999999995
2016-01-01 16:00:00+00:00,59.34,164.64,426.40000000000003,0.0,13.536,1.8960000000000001,25.42,0.41000000000000003,41.646
2016-01-01 17:00:00+00:00,61.18,165.13,736.36,7.176,16.248,2.616,24.6,0.0,40.535
2016-01-01 18:00:00+00:00,61.870000000000005,165.62,967.6,17.76,15.384,4.728,27.060000000000002,0.0,35.101
2016-01-01 19:00:00+00:00,61.870000000000005,165.62,966.7800000000001,12.168000000000001,13.056000000000001,3.48,26.240000000000002,0.0,31.910999999999998
2016-01-01 20:00:00+00:00,60.03,164.15,967.6,7.224,12.6,2.496,27.060000000000002,0.0,32.494
2016-01-01 21:00:00+00:00,60.260000000000005,164.64,967.6,12.288,15.312000000000001,2.496,25.42,0.0,31.811999999999998
2016-01-01 22:00:00+00:00,61.18,165.13,697.0,0.096,15.816,2.04,26.240000000000002,0.0,29.479999999999997
2016-01-01 23:00:00+00:00,61.18,165.13,419.84000000000003,0.0,16.368000000000002,1.944,27.880000000000003,0.0,26.729999999999997
2016-01-02 00:00:00+00:00,60.95,164.15,295.20000000000005,0.0,13.200000000000001,1.8960000000000001,27.880000000000003,0.0,24.386999999999997
2016-01-02 01:00:00+00:00,59.800000000000004,164.64,295.20000000000005,0.504,11.4,0.6,28.700000000000003,0.0,25.718
2016-01-02 02:00:00+00:00,60.260000000000005,164.64,279.62,0.96,9.624,0.07200000000000001,27.880000000000003,0.0,28.159999999999997
2016-01-02 03:00:00+00:00,60.720000000000006,165.13,296.02000000000004,0.24,11.568,0.096,26.240000000000002,0.0,28.226
2016-01-02 04:00:00+00:00,60.720000000000006,165.13,293.56,1.344,11.208,0.07200000000000001,26.240000000000002,0.0,27.070999999999998
2016-01-02 05:00:00+00:00,59.800000000000004,165.13,232.06000000000003,1.32,10.872,0.096,24.6,0.0,25.904999999999998
2016-01-02 06:00:00+00:00,59.34,165.13,295.20000000000005,1.32,15.384,0.12,22.96,0.0,21.912
2016-01-02 07:00:00+00:00,59.34,166.10999999999999,445.26000000000005,0.384,15.168000000000001,1.224,22.96,0.0,15.026
2016-01-02 08:00:00+00:00,59.800000000000004,158.27,516.6,0.048,16.104,1.776,23.78,1.0250000000000001,12.880999999999998
2016-01-02 09:00:00+00:00,60.95,189.63,586.3000000000001,8.376,21.552,4.992,24.6,4.346,8.799999999999999
2016-01-02 10:00:00+00:00,60.720000000000006,232.75,740.46,11.736,20.928,5.5680000000000005,24.6,5.781000000000001,5.6979999999999995
2016-01-02 11:00:00+00:00,57.96,233.73,863.46,5.496,18.816,4.32,25.42,7.831,4.114
2016-01-02 12:00:00+00:00,59.11,234.22,952.84,7.2,23.856,4.296,24.6,6.806,3.7619999999999996
2016-01-02 13:00:00+00:00,58.88,171.5,967.6,8.328,20.52,4.344,23.78,5.289000000000001,4.707999999999999
2016-01-02 14:00:00+00:00,57.27,168.07,967.6,4.8,15.792,2.8080000000000003,25.42,3.198,5.786
2016-01-02 15:00:00+00:00,60.95,167.09,967.6,10.416,16.464,3.456,26.240000000000002,1.312,5.8629999999999995
