,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2020-01-01 00:00:00+01:00,183.75,32.832,329.184,44.28,15.642
2020-01-01 01:00:00+01:00,184.24,32.928,326.32800000000003,44.28,14.453999999999999
2020-01-01 02:00:00+01:00,184.24,32.928,312.648,44.28,14.036
2020-01-01 03:00:00+01:00,185.71,32.952,288.12,43.46,14.014
2020-01-01 04:00:00+01:00,183.75,32.904,266.37600000000003,44.28,13.75
2020-01-01 05:00:00+01:00,183.26,32.76,232.08,43.46,12.991
2020-01-01 06:00:00+01:00,183.26,32.76,221.232,42.64,12.495999999999999
2020-01-01 07:00:00+01:00,182.77,32.688,224.208,41.82,13.321
2020-01-01 08:00:00+01:00,185.22,32.664,242.68800000000002,40.18,13.651
2020-01-01 09:00:00+01:00,183.26,32.64,245.76,38.540000000000006,13.266
2020-01-01 10:00:00+01:00,183.26,32.544000000000004,255.43200000000002,37.720000000000006,13.639999999999999
2020-01-01 11:00:00+01:00,184.24,32.496,273.072,37.720000000000006,14.079999999999998
2020-01-01 12:00:00+01:00,156.8,32.664,290.736,37.720000000000006,13.827
2020-01-01 13:00:00+01:00,153.37,32.712,296.664,37.720000000000006,14.036
2020-01-01 14:00:00+01:00,154.84,32.664,310.2,37.720000000000006,13.706
2020-01-01 15:00:00+01:00,152.88,32.64,327.144,37.720000000000006,14.079999999999998
2020-01-01 16:00:00+01:00,153.85999999999999,32.568,346.512,37.720000000000006,13.617999999999999
2020-01-01 17:00:00+01:00,150.43,32.088,357.312,37.720000000000006,13.463999999999999
2020-01-01 18:00:00+01:00,152.39,32.568,349.608,37.720000000000006,14.905
2020-01-01 19:00:00+01:00,151.41,32.568,337.584,37.720000000000006,15.741
2020-01-01 20:00:00+01:00,150.43,32.616,313.056,37.720000000000006,16.456
2020-01-01 21:00:00+01:00,150.43,32.664,296.784,37.720000000000006,16.907
2020-01-01 22:00:00+01:00,150.92,32.76,257.32800000000003,36.900000000000006,17.192999999999998
2020-01-01 23:00:00+01:00,150.43,32.784,240.024,37.720000000000006,17.148999999999997
