,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2016-01-01 00:00:00+01:00,20.93,611.72,198.45,0.0,0.24,0.336,23.1,77.9,,5.53332,1.0779999999999998
2016-01-01 00:15:00+01:00,20.7,611.72,177.38,0.0,0.24,0.336,23.112000000000002,77.9,,5.53332,0.979
2016-01-01 00:30:00+01:00,21.16,581.38,163.66,0.0,0.24,0.336,23.124,77.9,,5.53332,0.9239999999999999
2016-01-01 00:45:00+01:00,21.16,537.9200000000001,158.76,0.0,0.24,0.336,23.124,77.9,,5.53332,0.8909999999999999
2016-01-01 01:00:00+01:00,20.93,551.86,208.25,0.0,0.24,0.336,23.136,77.9,,7.37776,0.858
2016-01-01 01:15:00+01:00,20.7,567.44,207.27,0.0,0.24,0.336,23.124,77.9,,5.53332,0.825
2016-01-01 01:30:00+01:00,20.7,568.26,180.32,0.0,0.24,0.336,23.124,77.9,,4.6111,0.8029999999999999
2016-01-01 01:45:00+01:00,20.470000000000002,555.96,160.72,0.0,0.24,0.336,23.136,77.9,,5.53332,0.748
2016-01-01 02:00:00+01:00,18.86,578.9200000000001,191.1,0.0,0.24,0.336,23.148,57.400000000000006,,4.6111,0.605
2016-01-01 02:15:00+01:00,16.560000000000002,598.6,178.85,0.733,0.24,0.336,23.1,57.400000000000006,,4.6111,0.484
2016-01-01 02:30:00+01:00,16.330000000000002,604.34,152.39,0.733,0.24,0.336,23.088,57.400000000000006,,5.53332,0.39599999999999996
2016-01-01 02:45:00+01:00,16.560000000000002,601.0600000000001,126.91,0.733,0.24,0.336,23.076,57.400000000000006,,4.6111,0.32999999999999996
2016-01-01 03:00:00+01:00,16.330000000000002,605.98,175.42,0.733,0.24,0.336,23.088,57.400000000000006,,4.6111,0.264
2016-01-01 03:15:00+01:00,16.330000000000002,605.98,175.91,0.733,0.24,0.336,23.076,57.400000000000006,,4.6111,0.21999999999999997
2016-01-01 03:30:00+01:00,16.1,603.5200000000001,157.78,0.733,0.24,0.336,23.088,57.400000000000006,,5.53332,0.16499999999999998
2016-01-01 03:45:00+01:00,16.330000000000002,605.98,143.07999999999998,0.733,0.24,0.336,23.076,57.400000000000006,,5.53332,0.121
2016-01-01 04:00:00+01:00,15.870000000000001,605.98,157.29,0.733,0.24,0.336,23.088,58.220000000000006,,5.53332,0.09899999999999999
2016-01-01 04:15:00+01:00,16.1,604.34,161.7,0.733,0.24,0.336,23.088,58.220000000000006,,5.53332,0.05499999999999999
2016-01-01 04:30:00+01:00,16.560000000000002,599.4200000000001,161.7,0.733,0.24,0.336,23.088,58.220000000000006,,5.53332,0.022
2016-01-01 04:45:00+01:00,16.560000000000002,602.7,167.09,0.733,0.24,0.336,23.076,58.220000000000006,,5.53332,0.011
2016-01-01 05:00:00+01:00,16.330000000000002,606.8000000000001,164.15,0.733,0.24,0.336,23.088,79.54,,5.53332,0.022
2016-01-01 05:15:00+01:00,17.02,606.8000000000001,164.15,0.0,0.24,0.336,23.088,79.54,,6.45554,0.011
2016-01-01 05:30:00+01:00,18.17,611.72,158.76,0.733,0.24,0.336,23.076,79.54,,6.45554,0.011
2016-01-01 05:45:00+01:00,18.400000000000002,612.5400000000001,157.29,0.0,0.24,0.336,23.076,79.54,,4.6111,0.011
2016-01-01 06:00:00+01:00,18.630000000000003,615.0,159.74,0.0,0.24,0.336,23.076,79.54,,5.53332,0.011
2016-01-01 06:15:00+01:00,19.55,608.44,172.48,0.0,0.24,0.336,23.076,79.54,,6.45554,0.011
2016-01-01 06:30:00+01:00,21.39,601.88,184.73,0.0,0.24,0.336,23.076,79.54,,6.45554,0.011
2016-01-01 06:45:00+01:00,21.16,607.62,191.59,0.733,0.24,0.336,23.064,79.54,,5.53332,0.011
2016-01-01 07:00:00+01:00,21.16,611.72,167.09,0.0,0.264,0.336,23.064,79.54,,5.53332,0.011
2016-01-01 07:15:00+01:00,20.93,611.72,161.21,0.0,0.28800000000000003,0.336,23.064,79.54,,5.53332,0.011
